#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 04 16 50 310  7.4  9.7  1.34  6.67  4.94 299 1019.6  19.6  22.8 999.0 99.0 99.00
2019 01 04 17 50 302  8.2 10.1  1.23  6.67  4.75 307 1019.0  19.7  22.8 999.0 99.0 99.00
2019 01 04 18 50 301  9.2 10.7  1.31  6.25  4.53 310 1017.8  19.8  22.8 999.0 99.0 99.00
2019 01 04 19 50 306  8.5 10.6  1.35  5.88  4.49 314 1017.5  19.9  22.8 999.0 99.0 99.00
2019 01 04 20 50 294  8.1 10.1  1.30  5.88  4.60 305 1017.3  19.9  22.8 999.0 99.0 99.00
2019 01 04 21 50 302  8.1  9.6  1.34  5.56  4.60 317 1017.6  19.8  22.8 999.0 99.0 99.00
2019 01 04 22 50 292  7.9  9.9  1.31  5.56  4.57 308 1017.9  19.6  22.8 999.0 99.0 99.00
2019 01 04 23 50 313  8.1  9.7  1.43  5.56  4.71 308 1017.9  19.6  22.8 999.0 99.0 99.00
2019 01 05 00 50 315  7.5  9.4  1.35  6.25  4.71 326 1018.3  19.7  22.8 999.0 99.0 99.00
2019 01 05 01 50 314  6.7  8.2  1.52  6.25  5.13 321 1019.0  19.8  22.8 999.0 99.0 99.00
2019 01 05 02 50 328  6.1  7.5  1.33  6.67  4.88 327 1019.2  19.7  22.9 999.0 99.0 99.00
2019 01 05 03 50 337  5.3  6.8  1.37  6.67  5.06 328 1019.4  19.5  22.9 999.0 99.0 99.00
2019 01 05 04 50 336  4.8  6.8  1.47  6.67  5.19 323 1019.5  19.4  22.9 999.0 99.0 99.00
2019 01 05 05 50 337  4.6  5.9  1.24  6.67  5.01 323 1019.4  19.3  22.8 999.0 99.0 99.00
2019 01 05 06 50 353  4.4  6.1  1.16  6.25  4.94 321 1019.5  19.3  22.8 999.0 99.0 99.00
2019 01 05 07 50   9  4.6  6.2  1.08  6.25  4.95 324 1019.5  19.4  22.8 999.0 99.0 99.00
2019 01 05 08 50   6  4.0  5.3  1.05  5.88  4.82 318 1019.7  19.2  22.8 999.0 99.0 99.00
2019 01 05 09 50   8  4.7  5.9  1.06  6.25  4.83 309 1019.7  19.2  22.8 999.0 99.0 99.00
2019 01 05 10 50  37  4.2  5.4  0.93  5.88  4.75 312 1020.0  19.2  22.8 999.0 99.0 99.00
2019 01 05 11 50  39  3.7  5.3  0.80  5.56  4.41 308 1020.2  19.0  22.8 999.0 99.0 99.00
2019 01 05 12 50  52  3.3  4.5  0.81  5.88  4.59 311 1020.8  19.1  22.8 999.0 99.0 99.00
2019 01 05 13 50  52  3.6  5.1  0.72  5.88  4.37 308 1021.6  19.4  22.8 999.0 99.0 99.00
2019 01 05 14 50  62  3.2  4.5  0.70  5.56  4.38 314 1022.5  19.6  22.8 999.0 99.0 99.00
2019 01 05 15 50  67  2.9  4.0  0.65  5.26  4.41 312 1023.4  19.9  22.8 999.0 99.0 99.00
2019 01 05 16 50  72  2.2  3.2  0.63  5.26  4.35 321 1023.5  20.1  22.9 999.0 99.0 99.00
2019 01 05 17 50  69  2.3  4.0  0.60  5.00  4.31 310 1022.8  20.1  23.0 999.0 99.0 99.00
2019 01 05 18 50  43  2.6  3.3  0.55  5.26  4.28 346 1021.8  20.1  23.1 999.0 99.0 99.00
2019 01 05 19 50  60  3.2  4.2  0.53  5.26  4.34 321 1021.4  20.2  23.2 999.0 99.0 99.00
2019 01 05 20 50  77  1.8  2.5  0.54  5.00  4.29 338 1021.5  20.3  23.2 999.0 99.0 99.00
2019 01 05 21 50 101  1.7  2.7  0.54  5.00  4.38 345 1021.6  20.3  23.1 999.0 99.0 99.00
2019 01 05 22 50  95  2.6  4.1  0.50  4.76  4.36   5 1021.5  20.4  23.1 999.0 99.0 99.00
2019 01 05 23 50 119  3.9  5.0  0.49  4.76  4.35  54 1021.5  20.3  23.0 999.0 99.0 99.00
2019 01 06 00 50 119  3.6  5.0  0.47  4.55  4.31   4 1022.0  20.4  23.0 999.0 99.0 99.00
2019 01 06 01 50 123  4.8  6.5  0.47  4.35  4.18  39 1021.9  20.3  22.9 999.0 99.0 99.00
2019 01 06 02 50 126  4.4  5.9  0.45  4.17  3.97  16 1022.1  20.4  22.9 999.0 99.0 99.00
2019 01 06 03 50 122  5.0  6.5  0.46  7.69  3.99 121 1022.2  20.5  22.9 999.0 99.0 99.00
2019 01 06 04 50 112  4.7  5.9  0.44  6.67  3.93 109 1022.4  20.6  22.9 999.0 99.0 99.00
2019 01 06 05 50 129  2.5  4.1  0.46  7.14  3.82 136 1022.4  20.5  22.8 999.0 99.0 99.00
2019 01 06 06 50 129  2.7  3.6  0.45  7.14  3.74 133 1022.1  20.5  22.8 999.0 99.0 99.00
2019 01 06 07 50 129  2.5  4.0  0.42  7.69  3.77 116 1022.0  20.3  22.8 999.0 99.0 99.00
2019 01 06 08 50 118  3.6  5.0  0.41  3.33  3.89  90 1022.0  20.4  22.8 999.0 99.0 99.00
2019 01 06 09 50 125  3.9  5.1  0.39  4.76  3.87  89 1021.9  20.3  22.8 999.0 99.0 99.00
2019 01 06 10 50 113  4.4  5.7  0.41  7.14  3.97 109 1021.7  20.4  22.8 999.0 99.0 99.00
2019 01 06 11 50 136  4.0  5.3  0.40  5.00  3.96  92 1021.5  20.3  22.8 999.0 99.0 99.00
2019 01 06 12 50 132  4.1  5.4  0.42  5.00  3.79  84 1021.5  20.4  22.9 999.0 99.0 99.00
2019 01 06 13 50 122  4.6  5.8  0.43  5.26  3.89  90 1021.8  20.9  22.9 999.0 99.0 99.00
2019 01 06 14 50 127  5.4  7.0  0.44  5.26  3.50 100 1022.4  21.1  22.9 999.0 99.0 99.00
2019 01 06 15 50 131  6.1  7.4  0.46  3.13  3.51 120 1023.0  21.3  23.0 999.0 99.0 99.00
2019 01 06 16 50 144  6.1  7.5  0.49  2.94  3.37 133 1022.7  21.4  23.0 999.0 99.0 99.00
2019 01 06 17 50 148  6.0  7.2  0.52  3.13  3.34 127 1021.7  21.5  23.1 999.0 99.0 99.00
2019 01 06 18 50 147  5.2  7.1  0.57  3.23  3.46 136 1021.0  21.5  23.2 999.0 99.0 99.00
2019 01 06 19 50 149  4.9  6.0  0.54  3.23  3.39 140 1020.3  21.7  23.2 999.0 99.0 99.00
2019 01 06 20 50 136  5.9  7.4  0.54  3.23  3.39 152 1019.7  21.6  23.2 999.0 99.0 99.00
2019 01 06 21 50 143  5.3  6.6  0.51  3.57  3.41 131 1019.9  21.9  23.3 999.0 99.0 99.00
2019 01 06 22 50 148  4.8  5.9  0.52  3.70  3.47 138 1020.1  21.8  23.3 999.0 99.0 99.00
2019 01 06 23 50 140  6.5  8.1  0.50  3.57  3.43 130 1019.5  21.7  23.4 999.0 99.0 99.00
2019 01 07 00 50 140  7.0  8.4  0.57  3.23  3.29 150 1019.5  21.7  23.5 999.0 99.0 99.00
2019 01 07 01 50 144  6.6  8.8  0.57  3.85  3.35 143 1019.8  21.8  23.5 999.0 99.0 99.00
2019 01 07 02 50 145  6.8  9.3  0.60  3.33  3.37 141 1020.0  21.9  23.7 999.0 99.0 99.00
2019 01 07 03 50 151  7.1  9.1  0.65  3.70  3.44 154 1020.0  22.0  23.8 999.0 99.0 99.00
2019 01 07 04 50 151  7.3  9.3  0.71  3.70  3.43 142 1019.9  21.8  23.8 999.0 99.0 99.00
2019 01 07 05 50 151  7.7 10.2  0.71  4.00  3.43 149 1019.6  22.0  23.8 999.0 99.0 99.00
2019 01 07 06 50 161  7.8  9.4  0.73  4.00  3.50 164 1019.6  21.9  23.7 999.0 99.0 99.00
2019 01 07 07 50 164  7.4  9.2  0.71  4.35  3.62 154 1019.6  21.8  23.6 999.0 99.0 99.00
2019 01 07 08 50 162  6.8  9.0  0.69  4.00  3.64 156 1019.3  21.7  23.5 999.0 99.0 99.00
2019 01 07 09 50 157  8.3 10.1  0.70  4.55  3.70 162 1018.9  21.6  23.3 999.0 99.0 99.00
2019 01 07 10 50 155  8.7 10.3  0.73  4.17  3.61 156 1018.8  21.7  23.1 999.0 99.0 99.00
2019 01 07 11 50 152  7.4  8.9  0.82  4.35  3.75 160 1019.3  21.6  22.9 999.0 99.0 99.00
2019 01 07 12 50 164  6.7  8.6  0.73  4.76  3.82 139 1020.0  21.6  22.5 999.0 99.0 99.00
2019 01 07 13 50 159  7.2  9.7  0.84  4.76  3.91 151 1020.4  21.9  22.5 999.0 99.0 99.00
2019 01 07 14 50 160  5.6  7.5  0.80  4.35  3.87 145 1021.4  22.1  22.5 999.0 99.0 99.00
2019 01 07 15 50 157  6.0  7.5  0.83  4.55  3.93 162 1021.7  22.7  22.6 999.0 99.0 99.00
2019 01 07 16 50 164  5.8  7.0  0.78  4.76  3.86 154 1021.4  22.8  22.6 999.0 99.0 99.00
2019 01 07 17 50 160  4.8  5.9  0.79  5.00  4.00 153 1020.7  22.9  22.7 999.0 99.0 99.00
2019 01 07 18 50 197  4.0  5.1  0.77  5.00  3.98 156 1020.7  23.0  22.7 999.0 99.0 99.00
2019 01 07 19 50 169  3.5  4.1  0.78  4.76  4.02 156 1019.7  23.1  22.8 999.0 99.0 99.00
2019 01 07 20 50 152  2.8  3.9  0.75  4.55  4.07 148 1019.8  23.3  22.8 999.0 99.0 99.00
2019 01 07 21 50 120  1.9  2.4  0.68  4.76  4.13 140 1019.5  23.1  22.9 999.0 99.0 99.00
2019 01 07 22 50  91  2.2  2.7  0.70  4.76  4.23 146 1019.8  22.8  22.8 999.0 99.0 99.00
2019 01 07 23 50 128  3.3  4.4  0.65  5.00  4.22 146 1020.0  22.8  22.8 999.0 99.0 99.00
2019 01 08 00 50 108  3.6  4.3  0.65  4.76  4.28 152 1020.3  22.7  22.8 999.0 99.0 99.00
2019 01 08 01 50 108  4.1  4.6  0.61  4.55  4.12 152 1020.7  22.7  22.7 999.0 99.0 99.00
2019 01 08 02 50 115  3.3  4.1  0.55  4.76  4.05 128 1021.1  22.7  22.8 999.0 99.0 99.00
2019 01 08 03 50 126  4.6  5.5  0.63  4.76  4.17 146 1021.1  22.7  22.8 999.0 99.0 99.00
2019 01 08 04 50 134  5.1  5.9  0.58  4.76  3.98 143 1020.6  22.6  22.8 999.0 99.0 99.00
2019 01 08 05 50 146  7.0  8.1  0.59  4.55  3.91 137 1020.1  22.8  22.8 999.0 99.0 99.00
2019 01 08 06 50 142  5.5  6.5  0.62  4.76  3.90 148 1020.2  22.7  23.0 999.0 99.0 99.00
2019 01 08 07 50 148  5.3  6.2  0.61  5.00  3.84 138 1020.1  22.7  23.1 999.0 99.0 99.00
2019 01 08 08 50 149  4.7  5.8  0.62  4.76  3.85 155 1020.1  22.8  23.1 999.0 99.0 99.00
2019 01 08 09 50 161  3.3  4.1  0.63  4.55  3.95 132 1020.5  22.9  23.1 999.0 99.0 99.00
2019 01 08 10 50 144  2.1  2.5  0.60  5.00  4.01 135 1020.8  22.7  23.1 999.0 99.0 99.00
2019 01 08 11 50 135  2.2  2.6  0.59  4.76  3.95 145 1021.1  22.6  23.1 999.0 99.0 99.00
2019 01 08 12 50 136  2.5  3.1  0.60  4.76  4.01 158 1021.5  22.7  23.1 999.0 99.0 99.00
2019 01 08 13 50 144  2.4  3.0  0.60  5.26  4.10 192 1022.1  23.3  23.1 999.0 99.0 99.00
2019 01 08 14 50 140  2.9  3.3  0.55  4.76  4.11 155 1022.9  23.4  23.1 999.0 99.0 99.00
2019 01 08 15 50 149  3.3  4.4  0.53  5.00  4.09 174 1023.2  23.3  23.2 999.0 99.0 99.00
2019 01 08 16 50 128  2.4  2.9  0.50  4.35  4.08 162 1023.5  23.4  23.3 999.0 99.0 99.00
2019 01 08 17 50 115  2.2  2.7  0.44  5.00  4.02 168 1022.9  23.4  23.4 999.0 99.0 99.00
2019 01 08 18 50 118  2.7  3.2  0.44  5.26  4.10 169 1022.0  23.2  23.6 999.0 99.0 99.00
2019 01 08 19 50 139  1.5  2.0  0.45  5.00  4.13 187 1021.7  23.4  23.8 999.0 99.0 99.00
2019 01 08 20 50 153  0.8  1.5  0.42  4.55  4.03 202 1021.5  23.8  24.1 999.0 99.0 99.00
2019 01 08 21 50 141  2.3  2.9  0.44  4.76  4.09 152 1021.7  23.5  24.3 999.0 99.0 99.00
2019 01 08 22 50 131  2.6  3.3  0.40  4.76  4.08 176 1021.8  23.2  24.0 999.0 99.0 99.00
2019 01 08 23 50 141  2.4  3.0  0.39  5.00  4.01 184 1022.1  23.0  23.7 999.0 99.0 99.00
2019 01 09 00 50 132  2.4  2.8  0.38  4.76  4.00 164 1022.7  22.9  23.5 999.0 99.0 99.00
2019 01 09 01 50 132  2.8  3.3  0.39  4.76  4.06 155 1023.1  22.9  23.5 999.0 99.0 99.00
2019 01 09 02 50 111  2.8  3.1  0.38  4.76  4.03 159 1023.5  22.9  23.4 999.0 99.0 99.00
2019 01 09 03 50 124  1.8  2.1  0.39  4.00  4.05 150 1024.1  22.9  23.4 999.0 99.0 99.00
2019 01 09 04 50  87  2.0  2.3  0.39  4.35  4.16 143 1024.1  22.8  23.3 999.0 99.0 99.00
2019 01 09 05 50  81  2.1  2.5  0.37  4.55  4.13 141 1024.0  22.8  23.3 999.0 99.0 99.00
2019 01 09 06 50  79  2.7  3.4  0.34  4.55  4.15 161 1023.9  22.7  23.2 999.0 99.0 99.00
2019 01 09 07 50  72  2.5  3.2  0.36  4.55  4.20 133 1024.2  22.7  23.1 999.0 99.0 99.00
2019 01 09 08 50  50  3.5  4.1  0.40  4.76  4.30 145 1024.3  22.6  23.1 999.0 99.0 99.00
2019 01 09 09 50  55  4.2  4.9  0.35  5.00  4.17 192 1024.2  22.6  23.0 999.0 99.0 99.00
2019 01 09 10 50  53  3.5  4.5  0.36  4.55  4.14 142 1024.1  22.4  23.0 999.0 99.0 99.00
2019 01 09 11 50  41  5.8  6.8  0.36  5.26  3.79 154 1024.3  22.3  22.8 999.0 99.0 99.00
2019 01 09 12 50  31  5.4  6.7  0.39  4.76  3.52 165 1025.0  22.2  22.6 999.0 99.0 99.00
2019 01 09 13 50  33  5.1  6.2  0.43  3.23  3.48  17 1025.2  22.4  22.6 999.0 99.0 99.00
2019 01 09 14 50  34  6.0  7.0  0.46  3.13  3.40  32 1026.0  22.7  22.6 999.0 99.0 99.00
2019 01 09 15 50  35  6.7  8.2  0.64  3.85  3.57  12 1026.6  22.5  22.6 999.0 99.0 99.00
2019 01 09 16 50  42  7.3  8.5  0.74  3.85  3.69  21 1026.7  22.3  22.8 999.0 99.0 99.00
2019 01 09 17 50  26  8.4  9.5  0.81  4.17  3.86  26 1025.8  22.1  22.9 999.0 99.0 99.00
2019 01 09 18 50  41  7.2  8.3  0.85  4.35  3.87  22 1024.7  22.1  23.0 999.0 99.0 99.00
2019 01 09 19 50  41  7.9  9.2  0.84  4.55  3.95  22 1024.1  22.1  23.1 999.0 99.0 99.00
2019 01 09 20 50  50  7.1  8.6  0.91  4.35  4.03  47 1024.0  22.1  23.2 999.0 99.0 99.00
2019 01 09 21 50  54  9.2 10.6  1.03  4.76  4.12  32 1024.2  21.7  23.3 999.0 99.0 99.00
2019 01 09 22 50  49  9.3 11.1  1.17  4.76  4.27  43 1024.7  21.4  23.3 999.0 99.0 99.00
2019 01 09 23 50  45  8.7 10.4  1.19  5.26  4.40  63 1024.9  20.9  23.2 999.0 99.0 99.00
2019 01 10 00 50  55  8.3 10.4  1.50  5.56  4.78  50 1025.1  20.6  23.2 999.0 99.0 99.00
2019 01 10 01 50  57  9.0 11.3  1.45  6.25  4.81  31 1025.4  20.3  23.3 999.0 99.0 99.00
2019 01 10 02 50  53  8.5  9.9  1.73  6.67  5.27  31 1025.9  20.0  23.2 999.0 99.0 99.00
2019 01 10 03 50  43  8.2  9.8  1.71  7.14  5.35  20 1026.0  19.7  23.2 999.0 99.0 99.00
2019 01 10 04 50  43  7.6  9.5  1.91  7.14  5.72  28 1026.0  19.6  23.3 999.0 99.0 99.00
2019 01 10 05 50  39  7.6  9.5  1.71  7.14  5.47  31 1025.6  19.4  23.3 999.0 99.0 99.00
2019 01 10 06 50  42  7.3  9.6  1.72  7.14  5.50  44 1025.3  19.3  23.2 999.0 99.0 99.00
2019 01 10 07 50  43  7.1  8.9  1.72  7.69  5.55  35 1025.5  19.2  23.2 999.0 99.0 99.00
2019 01 10 08 50  45  7.1  8.6  1.77  7.69  5.70  56 1025.2  19.1  23.1 999.0 99.0 99.00
2019 01 10 09 50  49  6.4  8.6  1.69  7.14  5.52  47 1024.8  19.1  23.1 999.0 99.0 99.00
2019 01 10 10 50  42  6.5  8.0  1.70  7.14  5.40  44 1024.6  19.1  23.1 999.0 99.0 99.00
2019 01 10 11 50  37  6.7  9.0  1.42  7.14  5.25  57 1024.5  19.1  23.1 999.0 99.0 99.00
2019 01 10 12 50  52  6.9  8.9  1.57  7.14  5.33  54 1024.7  19.0  23.0 999.0 99.0 99.00
2019 01 10 13 50  48  6.6  8.5  1.35  6.67  5.05  57 1025.1  19.1  23.0 999.0 99.0 99.00
2019 01 10 14 50  52  7.2  8.9  1.33  7.14  4.98  61 1025.6  19.1  22.9 999.0 99.0 99.00
2019 01 10 15 50  52  7.4  9.4  1.32  7.14  4.92  60 1026.2  18.8  22.8 999.0 99.0 99.00
2019 01 10 16 50  66  6.6  8.3  1.32  7.14  4.92  75 1026.0  18.7  22.8 999.0 99.0 99.00
2019 01 10 17 50  65  5.6  7.1  1.18  6.67  4.77  60 1024.9  18.5  22.8 999.0 99.0 99.00
2019 01 10 18 50  55  5.1  6.7  1.21  7.14  5.02  67 1023.8  18.4  22.8 999.0 99.0 99.00
2019 01 10 19 50  58  4.6  6.2  1.21  7.14  5.09  58 1023.2  18.5  22.9 999.0 99.0 99.00
2019 01 10 20 50  53  5.2  6.4  1.22  7.14  5.26  51 1023.0  18.6  22.9 999.0 99.0 99.00
2019 01 10 21 50  60  4.9  6.7  1.31  7.14  5.28  63 1022.9  18.5  22.8 999.0 99.0 99.00
2019 01 10 22 50  60  5.0  6.7  1.24  7.14  5.26  57 1022.9  18.5  22.8 999.0 99.0 99.00
