#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 02 01 50  78  8.1  9.7  2.13  8.33  6.06  95 1015.3  22.3  23.7 999.0 99.0 99.00
2014 01 02 02 50  99  7.1  8.3  2.28  8.33  6.43  94 1015.8  22.1  23.9 999.0 99.0 99.00
2014 01 02 03 50 137  5.6  6.6  2.11  9.09  6.47 100 1015.8  21.9  24.0 999.0 99.0 99.00
2014 01 02 04 50 115  6.4  7.4  1.99  8.33  6.15  92 1015.4  22.4  24.0 999.0 99.0 99.00
2014 01 02 05 50 121  5.9  7.0  1.87  8.33  5.93  93 1015.2  22.4  24.0 999.0 99.0 99.00
2014 01 02 06 50 130  5.4  6.3  1.87  7.14  6.23  99 1014.9  22.6  24.0 999.0 99.0 99.00
2014 01 02 07 50 134  5.5  6.4  1.69  7.14  5.98  96 1014.6  22.6  24.0 999.0 99.0 99.00
2014 01 02 08 50 144  4.5  5.3  1.81  8.33  6.21  93 1013.9  22.6  23.9 999.0 99.0 99.00
2014 01 02 09 50 171  2.4  3.7  1.77  8.33  6.28  92 1014.0  22.7  23.9 999.0 99.0 99.00
2014 01 02 10 50 182  3.3  4.1  1.68  8.33  6.24  96 1014.2  22.9  23.9 999.0 99.0 99.00
2014 01 02 11 50 217  2.7  3.6  1.64  8.33  6.39  95 1014.7  23.1  23.9 999.0 99.0 99.00
2014 01 02 12 50 358  9.5 11.4  1.49  7.69  5.97  91 1015.4  20.4  23.8 999.0 99.0 99.00
2014 01 02 13 50   4 15.6 18.8  1.65  9.09  4.55 102 1017.0  20.5  23.9 999.0 99.0 99.00
2014 01 02 14 50  13 13.8 17.5  1.92  7.69  4.24  92 1018.1  21.8  23.9 999.0 99.0 99.00
2014 01 02 15 50   5 15.8 18.2  2.42  5.00  4.50   4 1019.1  21.8  23.9 999.0 99.0 99.00
2014 01 02 16 50   4 14.8 17.9 99.00 99.00 99.00 999 1019.9 999.0  23.9 999.0 99.0 99.00
2014 01 02 17 50   7 13.9 16.1  2.80  6.67  5.05  22 1019.4  20.6  23.9 999.0 99.0 99.00
2014 01 02 18 50   3 14.0 17.7  3.11  7.14  5.41  13 1018.6  20.5  23.8 999.0 99.0 99.00
2014 01 02 19 50   2 15.2 17.2 99.00 99.00 99.00 999 1018.6  19.9  23.8 999.0 99.0 99.00
2014 01 02 20 50   2 15.3 17.9  3.09  7.14  5.28  14 1019.0  19.1  23.8 999.0 99.0 99.00
2014 01 02 21 50   6 15.2 18.4  3.42  7.69  5.66  13 1019.9  18.6  23.7 999.0 99.0 99.00
2014 01 02 22 50   2 17.4 20.6  4.01  8.33  5.78 359 1020.4  18.5  23.7 999.0 99.0 99.00
2014 01 02 23 50 999 17.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2014 01 03 00 50  11 15.9 19.9 99.00 99.00 99.00 999 1022.8  17.9  23.5 999.0 99.0 99.00
2014 01 03 01 50  11 14.6 18.5  3.46  9.09  5.73 356 1024.5  17.5  23.3 999.0 99.0 99.00
2014 01 03 02 50  12 15.2 18.8 99.00 99.00 99.00 999 1025.2  17.1  23.1 999.0 99.0 99.00
2014 01 03 03 50  19 15.3 17.9  3.62  8.33  6.15   1 1024.9  17.2  23.2 999.0 99.0 99.00
2014 01 03 04 50  25 15.0 19.7  3.45  9.09  5.78 359 1025.2  17.2  23.3 999.0 99.0 99.00
2014 01 03 05 50  26 15.1 18.5  3.44  9.09  5.80   2 1024.6  16.9  23.3 999.0 99.0 99.00
2014 01 03 06 50  33 14.5 17.4 99.00 99.00 99.00 999 1024.9 999.0  23.2 999.0 99.0 99.00
2014 01 03 07 50  29 14.7 16.9  3.47  9.09  5.99 357 1024.9  16.6  23.1 999.0 99.0 99.00
2014 01 03 08 50  31 14.2 17.8  3.60 10.00  6.16   8 1024.9  16.3  22.9 999.0 99.0 99.00
2014 01 03 09 50  38 14.1 17.7  3.55 10.00  6.21   9 1025.3  16.1  22.8 999.0 99.0 99.00
2014 01 03 10 50  37 13.2 15.9  3.50  9.09  6.04  11 1025.3  15.7  22.7 999.0 99.0 99.00
2014 01 03 12 50  50 12.4 15.6  3.00  8.33  5.69  23 1025.9  15.5  23.0 999.0 99.0 99.00
2014 01 03 13 50  47 11.9 15.1  2.99  9.09  5.83  26 1026.8  15.5  23.3 999.0 99.0 99.00
2014 01 03 14 50  48 11.4 13.7  2.87  9.09  5.85  19 1027.9  15.6  23.3 999.0 99.0 99.00
2014 01 03 15 50  41 10.6 13.3  2.87  9.09  5.86  26 1028.4  15.5  23.3 999.0 99.0 99.00
2014 01 03 16 50  56  9.9 12.4  2.98  9.09  6.20  39 1028.3  15.5  23.3 999.0 99.0 99.00
2014 01 03 17 50  52  8.5 11.0  2.91 10.00  6.27  48 1027.6  15.4  23.3 999.0 99.0 99.00
2014 01 03 18 50  40  9.2 11.1  2.72 10.00  6.15  55 1026.2  15.4  23.3 999.0 99.0 99.00
2014 01 03 19 50  51  7.6 10.4  2.34  7.69  5.73  42 1025.5  15.5  23.2 999.0 99.0 99.00
2014 01 03 20 50  48  7.9  9.8  2.43  9.09  6.03  58 1025.1  15.4  23.2 999.0 99.0 99.00
2014 01 03 21 50  57  7.4  9.6  2.19  8.33  5.75  52 1024.7  15.2  23.3 999.0 99.0 99.00
2014 01 03 22 50  52  6.6  9.3  2.15  9.09  5.99  57 1024.9  15.1  23.5 999.0 99.0 99.00
2014 01 03 23 50  42  6.4  8.5  2.08  9.09  5.85  51 1024.6  15.0  23.6 999.0 99.0 99.00
2014 01 04 00 50  70  6.4  8.2  2.20  9.09  5.89  50 1024.7  15.1  23.6 999.0 99.0 99.00
2014 01 04 01 50  82  5.7  8.3  1.92  7.69  5.75  35 1025.0  15.1  23.5 999.0 99.0 99.00
2014 01 04 02 50  97  5.4  6.7  2.00  7.69  5.98  43 1025.0  15.4  23.4 999.0 99.0 99.00
2014 01 04 03 50  67  5.9  7.8  1.79  8.33  6.04  52 1024.5  15.5  23.1 999.0 99.0 99.00
2014 01 04 04 50  94  4.6  6.5  1.83  8.33  5.97  54 1023.9  15.8  23.2 999.0 99.0 99.00
2014 01 04 05 50  81  5.4  7.2  1.45  7.69  5.48  46 1023.1  16.0  23.2 999.0 99.0 99.00
2014 01 04 06 50 110  4.2  5.6  1.29  7.69  5.34  58 1022.5  16.1  23.2 999.0 99.0 99.00
2014 01 04 07 50 106  3.7  5.4  1.26  6.67  5.31  63 1021.9  16.4  23.3 999.0 99.0 99.00
2014 01 04 08 50 139  4.3  6.6  1.10  7.14  5.22  54 1021.5  16.7  23.2 999.0 99.0 99.00
2014 01 04 09 50 142  4.2  6.1  1.14  5.88  5.35  57 1021.3  16.9  23.3 999.0 99.0 99.00
2014 01 04 10 50 145  4.3  6.3  1.15  7.14  5.45  69 1021.0  17.2  23.3 999.0 99.0 99.00
2014 01 04 11 50 168  3.0  5.1  1.04  8.33  5.25  83 1020.7  17.5  23.3 999.0 99.0 99.00
2014 01 04 12 50 174  4.6  6.2  1.03  6.67  5.33  87 1020.8  18.0  23.4 999.0 99.0 99.00
2014 01 04 13 50 167  5.2  7.3  1.06  7.14  5.60  74 1020.6  18.5  23.3 999.0 99.0 99.00
2014 01 04 14 50 153  4.5  6.2  0.93  7.69  5.29  89 1021.2  19.0  23.3 999.0 99.0 99.00
2014 01 04 15 50 163  5.2  7.2  0.83  5.88  4.97  81 1021.3  19.7  23.4 999.0 99.0 99.00
2014 01 04 16 50 154  5.7  7.4  0.82  8.33  5.10  95 1020.6  19.7  23.5 999.0 99.0 99.00
2014 01 04 17 50 163  5.1  6.9  0.85  7.14  4.97  94 1019.4  19.9  23.5 999.0 99.0 99.00
2014 01 04 18 50 165  5.2  6.9  0.87  7.14  5.07  91 1018.1  20.4  23.6 999.0 99.0 99.00
2014 01 04 19 50 165  4.7  6.2  0.85  9.09  5.28  80 1017.5  20.1  23.7 999.0 99.0 99.00
2014 01 04 20 50 175  4.4  6.9  0.95  9.09  5.42  81 1017.2  20.3  23.7 999.0 99.0 99.00
2014 01 04 21 50 183  3.9  5.2  0.90  7.14  5.47  86 1016.7  20.9  23.6 999.0 99.0 99.00
2014 01 04 22 50 147  4.0  6.0  0.94  7.69  5.67  84 1015.8  20.4  23.7 999.0 99.0 99.00
2014 01 04 23 50 153  5.8  7.4  0.83  9.09  5.27  73 1015.8  20.2  23.7 999.0 99.0 99.00
2014 01 05 00 50 166  5.7  7.5  0.86  9.09  5.41  85 1017.0  20.3  23.7 999.0 99.0 99.00
2014 01 05 01 50 175  6.4  8.1  0.80  7.69  5.23  83 1017.3  20.6  23.7 999.0 99.0 99.00
2014 01 05 02 50 165  7.0  8.5  0.88  7.69  5.23  95 1016.8  20.8  23.6 999.0 99.0 99.00
2014 01 05 03 50 168  7.7 10.6  0.86  7.69  4.85  87 1016.4  21.0  23.6 999.0 99.0 99.00
2014 01 05 04 50 176  7.0 10.1  0.86  4.35  4.87 999 1016.2  21.1  23.6 999.0 99.0 99.00
2014 01 05 05 50 167  6.3  8.8  0.91  4.55  4.63 999 1015.0  21.1  23.5 999.0 99.0 99.00
2014 01 05 06 50 168  7.5  9.6  0.93  4.55  4.86 999 1014.7  21.3  23.5 999.0 99.0 99.00
2014 01 05 07 50 177  7.3  8.6  0.96  4.76  4.80 999 1014.4  21.5  23.5 999.0 99.0 99.00
2014 01 05 08 50 179  8.6 10.2  0.95  5.00  4.75 168 1014.2  21.6  23.5 999.0 99.0 99.00
2014 01 05 09 50 181  8.2 10.5  1.17  5.00  4.86 164 1014.0  21.8  23.5 999.0 99.0 99.00
2014 01 05 10 50 201  9.0 10.8  1.05  5.00  4.83 173 1013.8  22.1  23.6 999.0 99.0 99.00
2014 01 05 11 50 202  8.9 10.5  1.14  5.00  4.72 173 1013.8  22.3  23.6 999.0 99.0 99.00
2014 01 05 12 50 198  8.9 10.9  1.27  5.26  4.89 177 1014.1  22.5  23.6 999.0 99.0 99.00
2014 01 05 13 50 196  9.0 10.8  1.29  5.56  4.90 178 1014.7  22.7  23.5 999.0 99.0 99.00
2014 01 05 14 50 199  7.9  9.8  1.38  5.56  4.93 178 1015.5  23.0  23.5 999.0 99.0 99.00
2014 01 05 15 50 196  8.6 10.4  1.26  5.26  4.79 179 1015.9  23.4  23.5 999.0 99.0 99.00
2014 01 05 16 50 195  8.6 10.7  1.24  5.56  4.84 193 1015.3  23.6  23.6 999.0 99.0 99.00
2014 01 05 17 50 200  8.8 10.9  1.31  5.56  4.85 190 1014.5  23.7  23.6 999.0 99.0 99.00
2014 01 05 18 50 211  8.5 10.0  1.22  5.56  4.67 191 1013.6  23.9  23.6 999.0 99.0 99.00
2014 01 05 19 50 211  8.5  9.6  1.25  5.88  4.86 216 1012.9  23.8  23.7 999.0 99.0 99.00
2014 01 05 20 50 213  6.2  7.7  1.22  5.88  4.85 196 1013.2  23.9  23.7 999.0 99.0 99.00
2014 01 05 21 50 240  5.1  6.3  1.27  5.56  5.00 206 1013.8  23.8  23.7 999.0 99.0 99.00
2014 01 05 22 50 249  5.6  6.5  1.20  5.88  4.96 217 1014.6  23.8  23.7 999.0 99.0 99.00
2014 01 05 23 50 257  6.1  7.5  1.25  5.56  4.95 214 1015.1  23.7  23.7 999.0 99.0 99.00
2014 01 06 00 50 263  4.1  5.4  1.17  6.25  5.06 246 1015.7  23.7  23.7 999.0 99.0 99.00
2014 01 06 01 50 353 15.6 18.1  1.35  6.25  3.93 237 1016.6  20.1  23.7 999.0 99.0 99.00
2014 01 06 02 50 357 14.5 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2014 01 06 03 50 359 15.1 18.3  2.19  5.56  4.41 348 1019.0  18.6  23.6 999.0 99.0 99.00
2014 01 06 04 50   3 15.2 18.9  2.46  6.67  4.77 343 1019.7  17.9  23.6 999.0 99.0 99.00
2014 01 06 05 50   9 15.6 18.6  3.13  7.14  5.42 350 1020.2  17.0  23.6 999.0 99.0 99.00
2014 01 06 06 50   7 16.1 19.3  3.84  7.14  5.98 350 1020.6  16.5  23.5 999.0 99.0 99.00
2014 01 06 07 50   3 15.7 18.8  3.62  8.33  5.98 346 1021.2  16.1  23.6 999.0 99.0 99.00
2014 01 06 08 50   7 15.3 18.3  3.80  8.33  6.12 338 1022.0  16.0  23.5 999.0 99.0 99.00
2014 01 06 09 50   4 16.4 19.9 99.00 99.00 99.00 999 1022.7  15.1  23.5 999.0 99.0 99.00
2014 01 06 10 50  10 15.7 19.8  4.09  9.09  6.42 348 1023.5  14.6  23.5 999.0 99.0 99.00
2014 01 06 11 50  12 16.2 20.1  4.45  9.09  6.59 347 1024.3  14.5  23.5 999.0 99.0 99.00
2014 01 06 12 50  14 16.2 19.6 99.00 99.00 99.00 999 1026.0 999.0  23.4 999.0 99.0 99.00
2014 01 06 13 50   9 15.1 19.4  4.31 10.00  6.59 340 1027.5  14.0  23.5 999.0 99.0 99.00
2014 01 06 14 50  14 15.9 20.4  4.18 10.00  6.58 356 1028.8  13.8  23.5 999.0 99.0 99.00
2014 01 06 15 50  17 16.1 20.5  4.50 10.00  6.89 346 1029.6  13.7  23.4 999.0 99.0 99.00
2014 01 06 16 50  18 15.8 18.6 99.00 99.00 99.00 999 1030.4 999.0  23.4 999.0 99.0 99.00
2014 01 06 17 50  21 14.9 18.0  4.60 10.00  7.01   7 1030.3  13.7  23.4 999.0 99.0 99.00
2014 01 06 18 50  16 15.8 20.7 99.00 99.00 99.00 999 1029.9  13.1  23.4 999.0 99.0 99.00
2014 01 06 19 50  26 14.9 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2014 01 06 20 50  20 13.8 16.8  3.83 10.00  6.57 360 1030.7  13.1  23.2 999.0 99.0 99.00
2014 01 06 21 50  16 14.3 17.8 99.00 99.00 99.00 999 1031.0  12.6  23.3 999.0 99.0 99.00
2014 01 06 22 50  19 14.5 17.3  3.86  9.09  6.58   6 1031.1  12.5  23.3 999.0 99.0 99.00
2014 01 06 23 50  18 13.8 16.5  3.99 10.00  6.70   5 1031.6  12.7  23.2 999.0 99.0 99.00
2014 01 07 00 50  13 13.9 17.8  3.69  9.09  6.45  17 1032.7  12.6  23.1 999.0 99.0 99.00
2014 01 07 02 50  25 13.0 15.9 99.00 99.00 99.00 999 1034.0  12.7  23.1 999.0 99.0 99.00
2014 01 07 03 50  28 12.9 15.8  3.57  9.09  6.49  19 1034.1  12.5  23.1 999.0 99.0 99.00
2014 01 07 04 50  29 11.9 15.3 99.00 99.00 99.00 999 1034.1  12.4  23.1 999.0 99.0 99.00
2014 01 07 05 50  25 12.0 15.3  3.45  9.09  6.49  13 1033.3  12.6  23.1 999.0 99.0 99.00
2014 01 07 06 50  32 10.6 13.4  3.12  9.09  6.13  31 1033.2  12.5  23.2 999.0 99.0 99.00
2014 01 07 07 50  23 11.3 15.5  3.24  8.33  6.28  21 1032.9  12.4  23.2 999.0 99.0 99.00
2014 01 07 08 50  42 10.2 14.4  2.82  8.33  5.85  30 1032.7  12.4  23.2 999.0 99.0 99.00
2014 01 07 09 50  23  9.4 12.5 99.00 99.00 99.00 999 1032.8  12.3  23.1 999.0 99.0 99.00
2014 01 07 10 50  35  9.8 13.4  2.72  8.33  5.82  34 1032.5  12.3  23.0 999.0 99.0 99.00
2014 01 07 11 50  22  9.2 14.0  2.59  8.33  5.63  30 1032.9  12.0  23.0 999.0 99.0 99.00
2014 01 07 12 50  37  9.5 12.4  2.53  7.69  5.62  20 1033.3  12.1  23.0 999.0 99.0 99.00
2014 01 07 13 50  36  9.0 12.6  2.49  8.33  5.64  37 1033.9  12.2  23.0 999.0 99.0 99.00
2014 01 07 14 50  45 10.2 13.3  2.37  7.69  5.48  31 1034.3  12.1  22.9 999.0 99.0 99.00
2014 01 07 15 50  58 10.9 14.0  2.06  8.33  5.14  45 1034.3  12.2  22.9 999.0 99.0 99.00
2014 01 07 16 50  59  9.5 12.2  2.31  7.69  5.41  36 1034.0  12.1  22.9 999.0 99.0 99.00
2014 01 07 17 50  62  9.4 12.3  2.10  7.69  5.15  37 1033.1  11.8  22.9 999.0 99.0 99.00
2014 01 07 18 50  60  8.4 10.9  2.18  7.14  5.31  28 1031.9  12.0  22.9 999.0 99.0 99.00
2014 01 07 19 50  62  8.1 10.7  2.07  7.69  5.34  30 1031.1  11.9  22.9 999.0 99.0 99.00
2014 01 07 20 50  72  8.3 10.0  1.91  7.69  5.36  24 1031.1  12.0  22.9 999.0 99.0 99.00
2014 01 07 21 50  72  7.5  9.8  1.83  7.14  5.26  40 1030.8  12.1  23.0 999.0 99.0 99.00
2014 01 07 22 50  69  7.5 10.6  1.68  7.69  5.18  30 1031.0  12.2  23.0 999.0 99.0 99.00
2014 01 07 23 50  82  8.1 11.0  1.65  7.14  5.08  29 1031.0  12.3  23.0 999.0 99.0 99.00
2014 01 08 00 50  82  8.0 10.4  1.62  7.69  5.11  45 1031.0  12.4  23.0 999.0 99.0 99.00
2014 01 08 01 50  88  8.0 10.6  1.47  6.67  4.92  36 1031.3  12.8  23.0 999.0 99.0 99.00
2014 01 08 02 50  85  8.5 11.2  1.68  7.14  5.38  47 1031.1  13.1  23.1 999.0 99.0 99.00
2014 01 08 03 50  78  8.9 11.7  1.48  7.14  4.85  33 1030.9  13.4  23.1 999.0 99.0 99.00
2014 01 08 04 50  83  8.2 10.4  1.57  6.67  4.99  35 1030.5  13.6  23.0 999.0 99.0 99.00
2014 01 08 05 50  89  6.9  8.8  1.47  6.67  5.09  40 1030.1  13.9  22.9 999.0 99.0 99.00
2014 01 08 06 50  98  6.1  8.0  1.42  7.14  4.96  52 1029.2  14.3  22.9 999.0 99.0 99.00
2014 01 08 07 50 104  5.7  8.2  1.39  7.14  5.19  58 1028.6  14.6  22.8 999.0 99.0 99.00
2014 01 08 08 50 103  9.5 12.2  1.45  6.67  5.18  53 1027.5  14.9  22.8 999.0 99.0 99.00
2014 01 08 09 50  97  9.5 11.8  1.34  5.26  4.99  68 1027.2  15.1  22.8 999.0 99.0 99.00
2014 01 08 10 50 111  8.4 11.1  1.38  6.67  4.87  65 1026.9  15.3  22.8 999.0 99.0 99.00
2014 01 08 11 50  94  9.3 11.5  1.37  5.00  4.76  90 1026.4  15.4  22.8 999.0 99.0 99.00
2014 01 08 12 50  95  8.9 10.7  1.48  7.69  4.95  77 1026.5  15.9  22.8 999.0 99.0 99.00
2014 01 08 13 50  95  9.7 11.9  1.37  4.76  4.70 999 1026.9  16.4  22.7 999.0 99.0 99.00
2014 01 08 14 50  95 10.1 12.0  1.44  4.76  4.71 999 1027.2  16.8  22.7 999.0 99.0 99.00
2014 01 08 15 50 101  9.9 11.8  1.32  6.67  4.57  67 1027.4  17.3  22.7 999.0 99.0 99.00
2014 01 08 16 50  96 10.9 13.1  1.56  5.26  4.73  95 1026.9  17.3  22.8 999.0 99.0 99.00
2014 01 08 17 50 105  9.8 12.0  1.44  5.88  4.68  87 1025.8  17.7  22.8 999.0 99.0 99.00
2014 01 08 18 50 109  9.6 11.5  1.46  5.56  4.68  95 1024.4  18.0  22.9 999.0 99.0 99.00
2014 01 08 19 50 114  9.4 11.8  1.64  5.26  4.80 109 1023.7  18.2  22.9 999.0 99.0 99.00
2014 01 08 20 50 117  9.3 11.5  1.50  5.00  4.80  87 1023.7  18.3  22.9 999.0 99.0 99.00
2014 01 08 21 50 113  8.6 10.5  1.54  5.88  4.83  97 1023.8  18.4  23.0 999.0 99.0 99.00
2014 01 08 22 50 117  8.5 10.9  1.34  5.56  4.70  93 1023.5  18.7  23.1 999.0 99.0 99.00
2014 01 08 23 50 118  9.3 11.4  1.32  5.88  4.67 103 1023.5  18.5  23.1 999.0 99.0 99.00
2014 01 09 00 50 114 10.9 13.7  1.48  5.88  4.75 111 1023.5  18.6  23.1 999.0 99.0 99.00
2014 01 09 01 50 122 11.2 13.7  1.44  5.26  4.72 107 1023.8  18.8  23.1 999.0 99.0 99.00
2014 01 09 02 50 124 11.6 13.5  1.66  5.26  4.84 114 1024.0  19.0  23.1 999.0 99.0 99.00
2014 01 09 03 50 121 11.6 13.7  1.64  5.26  4.85 110 1024.1  19.2  23.1 999.0 99.0 99.00
2014 01 09 04 50 123 11.0 13.8  1.89  5.56  5.08 118 1023.9  19.3  23.1 999.0 99.0 99.00
2014 01 09 05 50 131 11.0 12.7  1.65  5.88  5.00 117 1023.6  19.4  23.1 999.0 99.0 99.00
2014 01 09 06 50 129 10.5 12.6  1.69  5.88  5.00 118 1023.1  19.5  23.1 999.0 99.0 99.00
2014 01 09 07 50 136  9.7 11.2  1.72  5.56  5.09 114 1022.8  19.5  23.1 999.0 99.0 99.00
2014 01 09 08 50 141  8.7 10.4  1.61  5.88  5.04 128 1022.5  19.8  23.1 999.0 99.0 99.00
2014 01 09 09 50 143  7.9  9.1  1.42  5.56  4.91 122 1022.4  19.9  23.1 999.0 99.0 99.00
2014 01 09 10 50 135  7.7  9.6  1.33  5.88  4.95 107 1022.2  19.9  23.1 999.0 99.0 99.00
2014 01 09 11 50 144  6.9  9.1  1.22  5.88  4.78 123 1022.3  20.0  23.1 999.0 99.0 99.00
2014 01 09 12 50 143  7.0  8.8  1.25  5.56  4.85 124 1022.4  20.2  23.0 999.0 99.0 99.00
2014 01 09 13 50 147  6.6  7.8  1.25  5.26  5.02  99 1022.8  20.5  23.0 999.0 99.0 99.00
2014 01 09 14 50 149  6.4  7.5  1.21  5.56  5.04 105 1023.3  20.8  23.0 999.0 99.0 99.00
2014 01 09 15 50 142  5.3  7.1  1.21  5.56  5.02 114 1024.1  21.1  23.0 999.0 99.0 99.00
2014 01 09 16 50 116  5.4  6.5  1.09  5.56  5.00 101 1024.0  21.3  23.1 999.0 99.0 99.00
2014 01 09 17 50 119  4.4  5.4  1.04  5.56  4.94 111 1023.2  21.1  23.1 999.0 99.0 99.00
2014 01 09 18 50 124  4.2  5.6  1.05  5.88  5.02 105 1021.9  21.3  23.2 999.0 99.0 99.00
2014 01 09 19 50 129  4.3  5.5  1.08  5.56  5.04 126 1020.8  21.3  23.2 999.0 99.0 99.00
2014 01 09 20 50 127  5.2  6.3  1.00  5.26  4.93 117 1020.3  21.3  23.3 999.0 99.0 99.00
2014 01 09 21 50 131  5.3  6.6  1.01  5.26  5.03 124 1020.1  21.4  23.2 999.0 99.0 99.00
2014 01 09 22 50 119  5.7  6.6  1.07  5.26  4.99 118 1020.0  21.3  23.2 999.0 99.0 99.00
2014 01 09 23 50 123  5.7  6.6  1.06  5.26  5.00 119 1019.9  20.9  23.2 999.0 99.0 99.00
2014 01 10 00 50 115  6.4  8.1  1.07  5.00  4.91 118 1020.2  20.8  23.2 999.0 99.0 99.00
2014 01 10 01 50 108  6.6  8.1  1.00  5.56  4.75 106 1020.7  20.7  23.1 999.0 99.0 99.00
2014 01 10 02 50 108  7.5  9.1  1.03  5.56  4.69 117 1020.9  20.8  23.1 999.0 99.0 99.00
2014 01 10 03 50 116  8.3  9.7  1.01  5.26  4.51 113 1020.5  20.9  23.1 999.0 99.0 99.00
2014 01 10 04 50 123  7.2  8.4  1.02  5.56  4.45 100 1020.2  21.1  23.1 999.0 99.0 99.00
2014 01 10 05 50 121  7.3  9.9  0.97  5.00  4.49 115 1019.5  21.3  23.1 999.0 99.0 99.00
2014 01 10 06 50 128  7.0  8.3  0.95  5.26  4.51 131 1018.8  21.4  23.1 999.0 99.0 99.00
2014 01 10 07 50 129  7.5  9.2  0.99  4.17  4.48 999 1018.3  21.4  23.1 999.0 99.0 99.00
2014 01 10 08 50 144  7.5  8.8  0.97  5.56  4.53  93 1017.8  21.6  23.1 999.0 99.0 99.00
2014 01 10 09 50 157  7.3  8.4  0.97  4.55  4.57 999 1017.4  21.5  23.1 999.0 99.0 99.00
2014 01 10 10 50 164  6.9  8.3  1.04  4.55  4.60 999 1017.0  21.7  23.1 999.0 99.0 99.00
2014 01 10 11 50 163  7.2  8.5  0.98  4.35  4.60 999 1016.7  21.9  23.1 999.0 99.0 99.00
2014 01 10 12 50 172  6.5  7.5  0.97  4.55  4.71 999 1016.7  22.3  23.1 999.0 99.0 99.00
2014 01 10 13 50 152  6.0  7.0  0.95  7.14  4.92  91 1017.1  22.6  23.1 999.0 99.0 99.00
