#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 01 19 50 150  7.1  8.4  1.44  7.14  4.73  63 1017.0  23.3  23.0  21.0 99.0 99.00
2015 01 01 20 50 152  7.7  9.0  1.34  6.67  4.72  64 1016.4  23.2  23.0  21.1 99.0 99.00
2015 01 01 21 50 164  7.2  8.6  1.44  6.67  4.82  64 1016.5  23.3  23.1  21.1 99.0 99.00
2015 01 01 22 50 167  5.8  6.7  1.22  6.67  4.71  59 1016.6  23.1  23.0  21.2 99.0 99.00
2015 01 01 23 50 177  5.7  6.8  1.27  6.67  4.93  68 1016.8  23.1  23.0  21.2 99.0 99.00
2015 01 02 00 50 175  7.3  8.6  1.18  7.14  4.79  58 1016.9  23.1  23.0  21.2 99.0 99.00
2015 01 02 01 50 172  6.2  7.4  1.29  6.67  5.01  61 1017.4  23.1  23.0  21.2 99.0 99.00
2015 01 02 02 50 175  5.5  6.3  1.17  6.67  4.83  67 1018.0  23.1  23.0  21.2 99.0 99.00
2015 01 02 03 50 165  5.3  6.4  1.04  6.25  4.69  56 1017.9  23.0  23.0  21.2 99.0 99.00
2015 01 02 04 50 170  6.5  7.8  1.01  6.25  4.85  68 1017.7  23.1  23.0  21.3 99.0 99.00
2015 01 02 05 50 163  6.6  8.0  1.09  6.25  4.87  73 1017.4  23.0  23.0  21.1 99.0 99.00
2015 01 02 06 50 167  5.9  6.6  1.11  6.25  4.74  93 1017.2  23.0  23.0  21.1 99.0 99.00
2015 01 02 07 50 179  5.3  6.2  1.08  6.67  4.95  70 1017.1  23.0  23.0  21.0 99.0 99.00
2015 01 02 08 50 176  5.2  6.2  1.06  6.67  4.81  63 1016.7  22.9  23.0  20.8 99.0 99.00
2015 01 02 09 50 178  4.8  6.0  0.93  5.88  4.75  81 1016.9  22.9  23.0  20.9 99.0 99.00
2015 01 02 10 50 168  4.3  5.5  1.00  5.88  4.79  50 1017.0  22.9  23.0  20.7 99.0 99.00
2015 01 02 11 50 164  4.5  5.4  1.03  6.25  4.91  96 1017.1  22.9  23.0  20.6 99.0 99.00
2015 01 02 12 50 164  4.4  5.1  1.10  7.14  5.13  72 1017.4  22.9  23.0  20.7 99.0 99.00
2015 01 02 13 50 148  4.5  5.6  1.04  7.69  5.13  66 1018.0  23.0  23.0  20.9 99.0 99.00
2015 01 02 14 50 145  4.2  4.9  0.99  7.14  5.04  58 1018.4  23.2  23.0  21.0 99.0 99.00
2015 01 02 15 50 135  4.3  5.2  0.91  7.14  4.81  60 1018.6  23.2  23.1  21.2 99.0 99.00
2015 01 02 16 50 141  4.4  5.2  0.85  7.14  4.70  61 1018.3  23.4  23.1  21.4 99.0 99.00
2015 01 02 17 50 128  5.1  6.3  0.91  7.14  4.88  63 1017.1  23.3  23.1  21.5 99.0 99.00
2015 01 02 18 50 133  5.8  7.0  0.88  7.14  4.68  71 1015.7  23.4  23.2  21.6 99.0 99.00
2015 01 02 19 50 137  6.8  7.7  0.84  7.69  4.37  69 1014.6  23.5  23.2  21.8 99.0 99.00
2015 01 02 20 50 140  7.8  9.2  0.82  6.67  4.22  71 1014.2  23.6  23.2  21.9 99.0 99.00
2015 01 02 21 50 144  7.9  9.4  0.83  7.14  4.03  71 1014.0  23.6  23.2  21.7 99.0 99.00
2015 01 02 22 50 146  8.4  9.8  0.91  3.45  3.84 137 1013.9  23.5  23.2  21.6 99.0 99.00
2015 01 02 23 50 152  8.4 10.3  0.99  4.17  4.01 139 1013.8  23.4  23.1  21.7 99.0 99.00
2015 01 03 00 50 160  7.9  9.3  1.02  7.14  4.14  69 1014.4  23.4  23.1  21.7 99.0 99.00
2015 01 03 01 50 156  8.6 10.0  1.09  4.35  4.19 153 1014.7  23.5  23.1  21.5 99.0 99.00
2015 01 03 02 50 159  9.1 11.0  1.25  4.55  4.39 142 1014.7  23.4  23.1  21.6 99.0 99.00
2015 01 03 03 50 155  8.9 10.7  1.38  5.26  4.58 135 1014.6  23.3  23.1  21.6 99.0 99.00
2015 01 03 04 50 157  9.2 10.9  1.38  4.76  4.47 146 1014.5  23.3  23.1  21.6 99.0 99.00
2015 01 03 05 50 155  8.0  9.3  1.37  5.56  4.51 152 1014.2  23.2  23.1  21.5 99.0 99.00
2015 01 03 06 50 154  8.5 10.8  1.32  5.00  4.42 135 1013.7  23.1  23.1  21.4 99.0 99.00
2015 01 03 07 50 155  8.5  9.6  1.20  5.56  4.37 145 1013.4  23.1  23.1  21.4 99.0 99.00
2015 01 03 08 50 151  8.7 10.2  1.22  5.56  4.36 155 1013.0  23.1  23.1  21.2 99.0 99.00
2015 01 03 09 50 157  9.4 11.7  1.25  4.76  4.35 156 1012.8  23.2  23.1  21.1 99.0 99.00
2015 01 03 10 50 163  8.6 10.5  1.16  4.76  4.24 160 1013.0  23.3  23.1  21.2 99.0 99.00
2015 01 03 11 50 163  7.6  9.4  1.28  5.56  4.39 143 1013.4  23.3  23.1  21.6 99.0 99.00
2015 01 03 12 50 165  8.3  9.9  1.23  4.76  4.43 149 1013.7  23.4  23.1  21.8 99.0 99.00
2015 01 03 13 50 166  8.3 10.0  1.20  5.00  4.43 157 1014.1  23.5  23.1  21.9 99.0 99.00
2015 01 03 14 50 163  7.7  8.9  1.16  6.25  4.38 117 1014.7  23.7  23.1  22.0 99.0 99.00
2015 01 03 15 50 168  9.0 11.8  1.17  5.88  4.33 129 1014.9  23.8  23.1  22.1 99.0 99.00
2015 01 03 16 50 176  9.1 10.5  1.14  5.88  4.24 136 1014.8  23.9  23.1  22.1 99.0 99.00
2015 01 03 17 50 176  9.4 11.0  1.22  5.00  4.31 162 1014.2  23.8  23.1  21.9 99.0 99.00
2015 01 03 18 50 178  9.7 11.5  1.22  5.88  4.18 135 1013.1  23.9  23.2  21.9 99.0 99.00
2015 01 03 19 50 175  9.5 11.4  1.25  5.26  4.24 149 1012.5  23.8  23.2  22.0 99.0 99.00
2015 01 03 20 50 178  9.7 11.4  1.24  5.00  4.28 157 1012.2  23.8  23.2  21.9 99.0 99.00
2015 01 03 21 50 185  8.0  9.7  1.37  5.56  4.39 147 1012.9  23.7  23.2  22.2 99.0 99.00
2015 01 03 22 50 186  8.0  9.4  1.42  6.25  4.60 112 1013.5  23.6  23.2  22.2 99.0 99.00
2015 01 03 23 50 200  6.7  8.1  1.33  6.25  4.59 123 1014.2  23.6  23.2  22.3 99.0 99.00
2015 01 04 00 50 246  3.5  5.4  1.30  6.25  4.70 121 1015.3  23.0  23.1  21.7 99.0 99.00
2015 01 04 01 50 348  5.8  6.7  1.30  6.67  4.71 115 1016.2  21.5  23.1  20.0 99.0 99.00
2015 01 04 02 50 355  6.3  7.4  1.37  6.25  4.98 116 1016.8  21.4  23.1  19.6 99.0 99.00
2015 01 04 03 50  12  6.2  7.1  1.40  6.67  4.99  97 1016.9  21.5  23.1  19.5 99.0 99.00
2015 01 04 04 50  10  7.2  8.7  1.37  6.67  4.94 106 1017.0  21.5  23.1  19.5 99.0 99.00
2015 01 04 05 50  15  7.2  8.5  1.48  6.67  4.96 109 1017.2  21.5  23.1  19.4 99.0 99.00
2015 01 04 06 50  17  8.1  9.6  1.49  6.67  4.99 105 1017.4  21.4  23.1  19.3 99.0 99.00
2015 01 04 07 50  10  8.6  9.7  1.45  6.25  4.99 111 1017.8  21.3  23.1  19.1 99.0 99.00
2015 01 04 08 50  10  7.5  8.8  1.40  7.14  4.83 111 1017.8  21.6  23.1  19.0 99.0 99.00
2015 01 04 09 50   4  8.0  9.4  1.48  6.67  4.91 108 1018.0  21.6  23.1  18.7 99.0 99.00
2015 01 04 10 50 353  9.1 10.6  1.54  6.67  4.91 108 1018.3  21.8  23.1  18.1 99.0 99.00
2015 01 04 11 50 359  9.8 11.7  1.47  5.26  4.72 320 1019.1  21.5  23.0  18.2 99.0 99.00
2015 01 04 12 50   7 11.5 14.6  1.54  5.26  4.71 336 1019.8  21.3  23.0  15.5 99.0 99.00
2015 01 04 13 50  18 12.9 15.2  1.70  5.26  4.73 358 1021.4  21.3  23.0  12.1 99.0 99.00
2015 01 04 14 50  23 12.1 15.4  2.07  5.26  5.03   9 1022.8  21.3  23.0  12.7 99.0 99.00
2015 01 04 15 50  28 12.4 14.7  2.24  6.25  5.20   3 1024.2  20.9  23.0  12.1 99.0 99.00
2015 01 04 16 50  25 12.0 14.5  2.25  6.67  5.24   6 1024.4  20.7  23.0  12.3 99.0 99.00
2015 01 04 17 50  26 11.6 13.4  2.32  6.67  5.40  15 1024.6  20.4  23.0  11.7 99.0 99.00
2015 01 04 18 50  21  9.8 12.0  2.41  7.14  5.66  13 1024.5  20.1  23.0  12.3 99.0 99.00
2015 01 04 19 50  30  9.4 12.1  2.50  7.14  5.79  19 1024.5  19.9  23.0  12.8 99.0 99.00
2015 01 04 20 50  28 10.1 12.7  2.38  7.14  5.76  19 1024.7  19.8  23.1  12.9 99.0 99.00
2015 01 04 21 50  19 10.1 11.9  2.31  7.14  5.72   8 1025.4  19.5  23.0  12.8 99.0 99.00
2015 01 04 22 50  20 10.5 12.6  2.37  7.69  5.65  14 1025.9  19.3  23.0  12.6 99.0 99.00
2015 01 04 23 50  19 10.6 13.1  2.23  7.14  5.58 357 1026.5  19.1  23.0  13.0 99.0 99.00
2015 01 05 00 50  20 10.2 12.3  2.49  7.14  5.68  15 1027.3  18.7  23.0  12.4 99.0 99.00
2015 01 05 01 50  28 11.0 13.4  2.28  7.14  5.64  11 1028.2  18.6  23.0  12.2 99.0 99.00
2015 01 05 02 50  32 11.8 14.2  2.63  7.69  5.99   4 1028.3  18.8  23.0  12.6 99.0 99.00
2015 01 05 03 50  33 10.7 13.2  2.58  7.69  5.94 353 1028.8  19.1  23.0  13.1 99.0 99.00
2015 01 05 04 50  39 10.9 13.8  2.54  7.69  5.74  28 1029.1  19.1  23.0  12.7 99.0 99.00
2015 01 05 05 50  39 11.1 14.0  2.79  7.69  6.07 348 1028.9  19.3  23.0  12.9 99.0 99.00
2015 01 05 06 50  34 10.3 13.0  2.64  8.33  5.95 338 1028.8  19.1  23.0  13.1 99.0 99.00
2015 01 05 07 50  31 10.4 13.5  2.67  7.69  6.11   1 1029.0  18.8  22.9  12.9 99.0 99.00
2015 01 05 08 50  32 10.9 13.0  2.77  7.69  6.16 356 1028.9  18.6  22.9  12.9 99.0 99.00
2015 01 05 09 50  26 11.5 13.5  2.59  7.69  5.86 356 1028.8  18.2  22.9  12.5 99.0 99.00
2015 01 05 10 50  30 11.2 13.9  2.61  8.33  5.95 360 1029.2  18.3  22.9  12.7 99.0 99.00
2015 01 05 11 50  26 11.3 13.6  2.49  8.33  5.83   3 1029.7  18.4  22.9  12.8 99.0 99.00
2015 01 05 12 50  31 11.0 13.2  2.54  7.69  5.77  23 1030.4  18.1  22.9  12.6 99.0 99.00
2015 01 05 13 50  33 10.6 13.1  2.75  7.69  6.01   2 1031.2  18.1  22.9  12.5 99.0 99.00
2015 01 05 14 50  41 10.8 13.3  2.70  8.33  5.99   6 1032.2  18.0  22.9  12.3 99.0 99.00
2015 01 05 15 50  38  9.5 11.5  2.30  8.33  5.74   8 1032.9  18.0  22.9  12.1 99.0 99.00
2015 01 05 16 50  50  9.7 11.6  2.47  7.69  5.80  17 1032.3  18.0  22.9  12.3 99.0 99.00
2015 01 05 17 50  48  8.9 11.4  2.46  7.69  5.88  16 1031.6  17.9  22.9  12.3 99.0 99.00
2015 01 05 18 50  47  8.3 10.6  2.35  8.33  5.80  13 1030.4  17.9  22.9  11.9 99.0 99.00
2015 01 05 19 50  52  8.0  9.7  2.40  8.33  6.06  24 1029.6  17.9  22.9  11.6 99.0 99.00
2015 01 05 20 50  45  7.8  9.9  2.51  7.69  6.18  31 1029.1  17.9  22.8  11.3 99.0 99.00
2015 01 05 21 50  51  8.0 10.0  2.39  8.33  6.12  15 1029.1  18.0  22.8  12.1 99.0 99.00
2015 01 05 22 50  42  8.1 10.3  2.05  8.33  5.88  10 1028.9  18.1  22.8  12.2 99.0 99.00
2015 01 05 23 50  49  7.0  9.4  2.13  8.33  5.98  14 1029.0  18.2  22.8  12.1 99.0 99.00
2015 01 06 00 50  50  6.7  8.6  2.04  8.33  5.91  20 1029.2  18.4  22.8  12.0 99.0 99.00
2015 01 06 01 50  57  6.6  8.6  2.11  8.33  5.95  36 1029.3  18.5  22.7  12.7 99.0 99.00
2015 01 06 02 50  54  6.1  7.5  1.77  7.69  5.88  35 1029.4  18.5  22.7  12.5 99.0 99.00
2015 01 06 03 50  61  5.6  7.1  1.79  7.69  5.84  18 1029.3  18.7  22.7  12.6 99.0 99.00
2015 01 06 04 50  57  5.2  6.8  1.67  7.14  5.57  22 1029.0  18.8  22.7  12.6 99.0 99.00
2015 01 06 05 50  44  5.6  7.0  1.62  7.14  5.68  29 1028.8  19.0  22.6  13.1 99.0 99.00
2015 01 06 06 50  57  5.0  7.0  1.65  7.14  5.72  18 1028.7  19.2  22.6  13.0 99.0 99.00
2015 01 06 07 50  55  5.9  8.0  1.68  7.14  5.76  37 1028.2  19.3  22.6  13.2 99.0 99.00
2015 01 06 08 50  39  6.7  8.7  1.43  7.14  5.52  38 1027.8  19.4  22.6  13.5 99.0 99.00
2015 01 06 09 50  47  6.0  7.5  1.45  6.67  5.45  36 1027.8  19.4  22.6  13.6 99.0 99.00
2015 01 06 10 50  49  4.6  6.1  1.33  7.14  5.27  66 1027.9  19.5  22.6  13.7 99.0 99.00
2015 01 06 11 50  42  4.3  5.3  1.28  6.67  5.30  49 1028.2  19.6  22.6  14.0 99.0 99.00
2015 01 06 12 50  51  4.1  5.5  1.26  6.25  5.35  27 1028.5  19.8  22.6  14.3 99.0 99.00
2015 01 06 13 50  60  4.3  5.8  1.25  6.67  5.41  47 1028.9  20.0  22.5  14.6 99.0 99.00
2015 01 06 14 50  57  5.0  5.9  1.11  7.69  5.32  93 1029.3  20.3  22.5  14.7 99.0 99.00
2015 01 06 15 50  56  4.4  5.8  1.11  5.88  5.10  46 1029.7  20.4  22.5  14.4 99.0 99.00
2015 01 06 16 50  61  4.1  5.5  1.00  6.25  5.08  62 1029.1  20.5  22.5  14.6 99.0 99.00
2015 01 06 17 50  50  3.8  4.8  0.94  6.25  4.89  80 1028.3  20.5  22.5  14.5 99.0 99.00
2015 01 06 18 50  48  4.6  6.0  0.93  6.25  5.05  77 1027.1  20.5  22.5  14.7 99.0 99.00
2015 01 06 19 50  43  4.6  6.2  0.93  7.69  4.97  90 1026.5  20.5  22.5  14.8 99.0 99.00
2015 01 06 20 50  59  5.2  6.7  0.91  8.33  5.05  88 1025.9  20.6  22.6  14.4 99.0 99.00
2015 01 06 21 50  65  4.7  6.0  0.88  7.69  4.84  95 1025.8  20.7  22.7  14.6 99.0 99.00
2015 01 06 22 50  50  5.7  7.7  0.87  7.69  4.83  87 1025.5  20.6  22.7  14.7 99.0 99.00
2015 01 06 23 50  53  6.0  7.2  0.85  6.67  4.71  93 1025.5  20.6  22.6  14.5 99.0 99.00
2015 01 07 00 50  60  6.4  7.7  0.87  7.69  4.69  93 1025.8  20.5  22.6  14.1 99.0 99.00
2015 01 07 01 50  55  6.0  7.9  0.86  7.14  4.59  90 1026.2  20.4  22.5  13.9 99.0 99.00
2015 01 07 02 50  62  5.7  7.0  0.82  6.67  4.48  96 1026.4  20.2  22.5  14.1 99.0 99.00
2015 01 07 03 50  63  5.7  7.8  0.84  7.14  4.60  98 1026.1  20.1  22.5  14.1 99.0 99.00
2015 01 07 04 50  72  5.1  6.2  0.85  6.67  4.61  94 1025.9  20.1  22.4  14.1 99.0 99.00
2015 01 07 05 50  67  4.8  5.9  0.87  7.69  4.70  98 1025.8  20.2  22.2  14.3 99.0 99.00
2015 01 07 06 50  69  4.3  5.4  0.82  7.14  4.59  93 1025.7  20.2  22.2  14.5 99.0 99.00
2015 01 07 07 50  82  4.8  5.8  0.85  6.25  4.54 100 1025.3  20.2  22.2  14.4 99.0 99.00
2015 01 07 08 50  77  4.1  5.2  0.82  6.67  4.60 103 1025.2  20.3  22.2  14.1 99.0 99.00
2015 01 07 09 50  73  3.4  4.4  0.85  6.67  4.59  93 1025.3  20.2  22.2  13.9 99.0 99.00
2015 01 07 10 50  60  3.7  5.0  0.77  6.67  4.59 100 1025.1  20.2  22.2  13.7 99.0 99.00
2015 01 07 11 50  70  4.1  5.1  0.78  6.67  4.75 106 1025.0  20.2  22.2  13.9 99.0 99.00
2015 01 07 12 50  79  4.4  5.7  0.78  6.67  4.77 102 1025.4  20.2  22.2  13.3 99.0 99.00
2015 01 07 13 50  57  4.8  6.3  0.78  6.67  4.64  99 1026.1  20.2  22.2  13.5 99.0 99.00
2015 01 07 14 50  59  4.8  5.7  0.79  7.14  4.82 110 1026.8  20.2  22.2  13.7 99.0 99.00
2015 01 07 15 50  45  4.5  5.5  0.81  6.67  4.82 106 1027.6  20.3  22.2  13.5 99.0 99.00
2015 01 07 16 50  38  4.5  5.7  0.71  5.56  4.56 107 1027.4  20.4  22.2  13.6 99.0 99.00
2015 01 07 17 50  29  5.0  5.7  0.75  6.25  4.51  97 1026.7  20.5  22.3  12.4 99.0 99.00
2015 01 07 18 50  23  5.8  7.4  0.75  7.14  4.49  94 1026.0  20.6  22.3  12.8 99.0 99.00
2015 01 07 19 50  21  6.7  7.8  0.73  5.56  4.12  98 1025.6  20.6  22.3  12.8 99.0 99.00
2015 01 07 20 50  20  7.5  8.8  0.73  7.14  3.98  86 1025.8  20.7  22.3  12.9 99.0 99.00
2015 01 07 21 50  23  8.6 10.9  0.84  5.88  3.88 108 1026.3  20.7  22.3  13.0 99.0 99.00
2015 01 07 22 50  27  9.3 11.3  0.98  3.70  3.89  17 1027.1  20.5  22.2  13.5 99.0 99.00
2015 01 07 23 50  28 10.8 13.1  1.25  4.55  4.06   9 1027.6  20.1  22.2  13.2 99.0 99.00
2015 01 08 00 50  31 11.4 13.0  1.43  5.00  4.37  21 1028.5  19.7  22.2  12.0 99.0 99.00
2015 01 08 01 50  33 12.1 14.6  1.70  5.26  4.60  10 1028.8  19.8  22.2  10.2 99.0 99.00
2015 01 08 02 50  36 12.5 15.2  1.94  5.56  4.92  20 1029.4  19.0  22.2  12.1 99.0 99.00
2015 01 08 03 50  39 12.9 16.3  2.37  6.25  5.37  17 1029.7  18.3  22.2  11.9 99.0 99.00
2015 01 08 04 50  38 13.3 16.1  2.75  6.67  5.61  33 1029.9  17.6  22.2  10.8 99.0 99.00
2015 01 08 05 50  34 13.6 16.0  2.85  7.14  5.80  34 1029.7  17.2  22.2  11.3 99.0 99.00
2015 01 08 06 50  38 12.3 15.4  3.20  8.33  6.16  15 1029.8  17.0  22.1  11.3 99.0 99.00
2015 01 08 07 50  41 11.9 14.6  3.69  9.09  6.74  18 1029.6  16.9  22.1  11.3 99.0 99.00
2015 01 08 08 50  40 11.5 13.8  3.49  8.33  6.56  29 1029.5  16.6  22.1  10.7 99.0 99.00
2015 01 08 09 50  45 11.8 14.6  3.49  9.09  6.81  20 1029.4  16.3  22.1  10.8 99.0 99.00
2015 01 08 10 50  52 11.6 14.0  3.58 10.00  6.75  11 1029.7  15.8  22.0  10.6 99.0 99.00
2015 01 08 11 50  45 10.9 13.1  3.67 10.00  7.32  15 1029.8  15.5  22.0   9.6 99.0 99.00
2015 01 08 12 50  40 10.5 12.9  3.44 10.00  6.95  18 1030.0  15.3  22.0   9.5 99.0 99.00
2015 01 08 13 50  29  9.9 12.9  3.48 10.00  7.15  22 1030.2  15.5  22.0  10.1 99.0 99.00
2015 01 08 14 50  39  9.0 11.4  3.49 10.00  7.21  17 1030.6  15.8  22.0  10.4 99.0 99.00
2015 01 08 15 50  31  9.9 12.1  2.95  9.09  6.60  38 1030.6  15.8  22.0  10.6 99.0 99.00
2015 01 08 16 50  29  8.5 10.4  2.82  9.09  6.59  39 1030.4  15.7  22.0  10.8 99.0 99.00
2015 01 08 17 50  30  8.1  9.8  2.81  9.09  6.54  28 1029.3  15.5  22.0  10.3 99.0 99.00
2015 01 08 18 50  32  7.2  9.6  2.98  9.09  7.01  26 1028.3  15.6  22.0  10.5 99.0 99.00
2015 01 08 19 50  38  6.4  9.0  2.75  9.09  6.88  32 1027.7  15.4  21.9  10.5 99.0 99.00
2015 01 08 20 50  25  7.8 10.1  2.56  9.09  6.53  32 1026.9  15.4  21.9  11.0 99.0 99.00
2015 01 08 21 50  33  8.6 10.6  2.74  9.09  6.68  36 1026.7  15.1  21.9  11.3 99.0 99.00
2015 01 08 23 50  42  7.3  8.9  2.13  8.33  6.09  31 1026.4  15.9  21.9  10.8 99.0 99.00
2015 01 09 00 50  41  6.9  8.8  1.98  7.69  6.05  23 1026.3  16.2  21.9  10.7 99.0 99.00
2015 01 09 01 50  51  5.8  7.5  1.96  8.33  5.89  34 1026.9  16.3  21.9  10.5 99.0 99.00
2015 01 09 02 50  64  5.3  7.1  1.72  7.14  5.80  30 1026.5  16.5  21.9  10.5 99.0 99.00
2015 01 09 03 50  68  6.0  8.1  1.68  7.14  5.80  18 1025.7  16.8  21.9  11.6 99.0 99.00
2015 01 09 04 50  89  5.7  7.0  1.65  7.69  6.05  33 1025.1  17.0  21.9  11.9 99.0 99.00
2015 01 09 05 50  81  5.9  7.0  1.60  8.33  5.89  57 1024.1  17.3  21.9  12.5 99.0 99.00
2015 01 09 06 50  77  5.1  6.6  1.37  8.33  5.57  58 1023.7  17.5  21.9  12.9 99.0 99.00
2015 01 09 07 50  76  4.0  5.2  1.35  6.67  5.61  41 1023.7  17.8  21.9  13.0 99.0 99.00
2015 01 09 08 50  86  5.0  6.4  1.29  7.69  5.48  63 1023.7  18.0  22.0  13.3 99.0 99.00
2015 01 09 09 50  71  5.3  6.8  1.22  7.69  5.32  63 1023.6  18.2  22.0  13.3 99.0 99.00
2015 01 09 10 50  62  6.4  7.8  1.29  6.25  5.23  52 1023.4  18.6  22.0  14.0 99.0 99.00
2015 01 09 11 50  65  5.7  7.3  1.14  6.67  4.89  57 1023.7  18.8  21.9  13.9 99.0 99.00
2015 01 09 12 50  51  6.1  7.4  1.18  8.33  4.89  62 1024.2  19.0  21.9  14.1 99.0 99.00
2015 01 09 13 50  49  6.1  7.1  1.10  6.67  4.71  83 1024.8  18.9  21.9  14.6 99.0 99.00
2015 01 09 14 50  62  7.1  8.7  1.07  7.14  4.55  85 1025.7  19.0  21.9  15.2 99.0 99.00
2015 01 09 15 50  49  7.8  9.2  1.17  9.09  4.80  63 1026.0  18.9  21.9  15.7 99.0 99.00
2015 01 09 16 50  48  8.1  9.3  1.24  6.25  4.66  78 1025.7  18.0  22.0  15.6 99.0 99.00
2015 01 09 17 50  45  8.6 10.1  1.40  4.76  4.62  54 1024.6  18.8  22.0  15.6 99.0 99.00
2015 01 09 18 50  60  9.4 11.6  1.48  5.00  4.71  46 1023.6  19.2  22.1  15.1 99.0 99.00
2015 01 09 19 50  66  9.8 12.0  1.48  5.26  4.64  61 1023.1  18.9  22.2  15.2 99.0 99.00
2015 01 09 20 50  71 10.6 12.3  1.55  5.56  4.82  58 1022.5  19.1  22.2  14.7 99.0 99.00
2015 01 09 21 50  68  9.9 11.8  1.75  5.56  5.08  69 1022.9  19.2  22.2  15.1 99.0 99.00
2015 01 09 22 50  68 10.7 12.7  1.70  5.88  5.00  65 1023.3  19.1  22.2  15.2 99.0 99.00
2015 01 09 23 50  69 10.6 12.4  1.88  6.25  5.19  58 1023.9  18.9  22.2  14.9 99.0 99.00
2015 01 10 00 50  62 11.1 13.0  2.04  6.25  5.41  61 1024.4  18.8  22.2  14.4 99.0 99.00
2015 01 10 01 50  60 11.5 14.0  2.04  6.25  5.25  53 1025.1  19.0  22.2  14.3 99.0 99.00
2015 01 10 02 50  63 10.5 12.4  1.99  6.67  5.24  59 1025.7  19.2  22.2  14.4 99.0 99.00
2015 01 10 03 50  65 10.4 12.2  2.07  6.67  5.36  62 1025.6  19.3  22.2  14.4 99.0 99.00
2015 01 10 04 50  68 11.5 14.0  2.15  6.25  5.36  51 1024.9  19.4  22.2  14.0 99.0 99.00
2015 01 10 05 50  67 11.3 13.8  2.23  6.67  5.42  60 1024.5  19.5  22.2  14.6 99.0 99.00
2015 01 10 06 50  79 10.8 12.7  2.33  7.14  5.54  65 1024.8  19.6  22.2  14.3 99.0 99.00
2015 01 10 07 50  74 11.1 13.5  2.25  7.14  5.39  62 1024.4  19.7  22.2  14.2 99.0 99.00
2015 01 10 08 50  74 11.5 13.5  2.30  7.14  5.46  49 1023.9  19.7  22.3  14.7 99.0 99.00
2015 01 10 09 50  69 11.0 13.6  2.31  7.14  5.47  43 1023.3  19.6  22.3  15.1 99.0 99.00
2015 01 10 10 50  73 10.8 13.6  2.21  7.14  5.28  48 1023.2  19.6  22.3  15.1 99.0 99.00
2015 01 10 11 50  72 11.2 14.0  2.56  6.67  5.60  46 1023.4  19.7  22.2  15.4 99.0 99.00
2015 01 10 12 50  76 11.1 13.3  2.39  7.14  5.51  45 1024.0  19.7  22.2  15.4 99.0 99.00
