#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 02 12 50  42 11.0 12.9  2.67  8.33  6.24   6 1016.2  21.1  24.0 999.0 99.0 99.00
2013 01 02 13 50  40 10.6 12.8  2.49  8.33  6.05   3 1016.8  21.1  23.9 999.0 99.0 99.00
2013 01 02 14 50  29 12.1 14.3  2.63  8.33  6.13  10 1017.5  20.9  23.9 999.0 99.0 99.00
2013 01 02 15 50  23 13.0 15.6 99.00 99.00 99.00 999 1017.9  20.4  23.9 999.0 99.0 99.00
2013 01 02 16 50   9 14.6 17.4  2.78  8.33  6.04  16 1018.2  19.6  24.1 999.0 99.0 99.00
2013 01 02 17 50  12 14.2 16.8  3.24  8.33  6.63  15 1018.3  19.1  24.1 999.0 99.0 99.00
2013 01 02 18 50  15 14.9 17.7  3.42  8.33  6.63  14 1017.9  18.4  24.1 999.0 99.0 99.00
2013 01 02 19 50  14 15.1 18.2  3.28  8.33  6.47  12 1017.4  18.6  24.1 999.0 99.0 99.00
2013 01 02 20 50  10 14.7 18.3  3.78  8.33  7.06  21 1017.0  18.3  24.1 999.0 99.0 99.00
2013 01 02 21 50  13 15.3 17.9 99.00 99.00 99.00 999 1017.4  18.1  24.1 999.0 99.0 99.00
2013 01 02 22 50  11 14.6 17.3  3.91  8.33  6.87   9 1017.9  18.0  24.1 999.0 99.0 99.00
2013 01 02 23 50  19 15.0 18.1 99.00 99.00 99.00 999 1018.3  17.4  24.1 999.0 99.0 99.00
2013 01 03 00 50  15 14.4 17.0  4.18  9.09  7.19  21 1019.2  17.2  24.0 999.0 99.0 99.00
2013 01 03 01 50  23 14.4 17.4  3.72  9.09  6.88  11 1019.6  17.4  24.0 999.0 99.0 99.00
2013 01 03 02 50  30 13.7 15.8  3.60  9.09  6.87  22 1020.3  17.9  24.0 999.0 99.0 99.00
2013 01 03 03 50  23 14.1 18.1  3.88  8.33  6.95  24 1020.5  18.2  24.0 999.0 99.0 99.00
2013 01 03 04 50  31 13.3 15.6  3.54  9.09  6.82  15 1020.6  17.3  24.0 999.0 99.0 99.00
2013 01 03 05 50  39 12.1 14.3  3.83  8.33  6.84  28 1020.6  18.2  24.0 999.0 99.0 99.00
2013 01 03 06 50  32 12.2 15.2  3.97  8.33  6.92  36 1020.2  18.4  24.0 999.0 99.0 99.00
2013 01 03 07 50  42 11.4 14.2  3.28  8.33  6.57  35 1020.1  18.0  24.0 999.0 99.0 99.00
2013 01 03 08 50  43 11.9 14.6  3.28  8.33  6.40  28 1019.2  18.5  24.0 999.0 99.0 99.00
2013 01 03 09 50  48 10.9 13.2  3.23  8.33  6.52  33 1019.5  18.4  24.0 999.0 99.0 99.00
2013 01 03 10 50  43 10.6 12.3  2.95  8.33  6.37  42 1019.6  18.5  24.0 999.0 99.0 99.00
2013 01 03 11 50  39 11.6 14.3  2.95  8.33  6.48  48 1019.8  18.8  24.0 999.0 99.0 99.00
2013 01 03 12 50  37 11.8 13.7  2.85  7.69  6.39  37 1020.3  19.0  24.0 999.0 99.0 99.00
2013 01 03 13 50  31 11.4 13.2  2.74  8.33  6.40  49 1021.6  19.1  24.0 999.0 99.0 99.00
2013 01 03 14 50  40 12.2 14.6  2.68  7.69  6.21  35 1022.6  19.0  24.0 999.0 99.0 99.00
2013 01 03 15 50  38 12.2 14.8  2.75  7.69  6.17  29 1022.4  19.5  24.0 999.0 99.0 99.00
2013 01 03 16 50  31 13.1 16.1  3.04  8.33  6.51  49 1022.3  19.5  24.1 999.0 99.0 99.00
2013 01 03 17 50  32 11.7 14.0  2.79  8.33  6.44  49 1022.4  19.6  24.1 999.0 99.0 99.00
2013 01 03 19 50  32 11.4 13.5  2.73  7.69  6.39  48 1021.2  19.4  24.0 999.0 99.0 99.00
2013 01 03 20 50  32 12.1 14.1  2.58  8.33  6.17  66 1021.2  19.3  24.0 999.0 99.0 99.00
2013 01 03 21 50  31 11.8 13.9  2.39  7.69  6.17  42 1021.6  19.4  24.0 999.0 99.0 99.00
2013 01 03 22 50  35 11.2 13.7  2.27  7.69  5.88  44 1022.3  19.5  23.9 999.0 99.0 99.00
2013 01 03 23 50  36 11.2 14.1  2.42  7.69  5.70  34 1023.1  19.3  23.9 999.0 99.0 99.00
2013 01 04 00 50  38 11.6 13.5  2.54  7.69  5.98  50 1023.6  19.3  23.9 999.0 99.0 99.00
2013 01 04 01 50  45 10.9 13.6  2.75  7.69  6.11  40 1024.3  19.4  23.9 999.0 99.0 99.00
2013 01 04 02 50  42 11.6 13.3  2.60  8.33  6.11  48 1024.7  19.2  23.9 999.0 99.0 99.00
2013 01 04 03 50  47 12.1 14.5  2.48  7.69  5.96  39 1024.5  19.3  23.9 999.0 99.0 99.00
2013 01 04 04 50  42 11.9 14.4  2.58  7.69  6.00  42 1024.0  19.3  23.9 999.0 99.0 99.00
2013 01 04 05 50  40 12.2 14.6  2.43  7.69  5.98  44 1023.5  19.4  23.9 999.0 99.0 99.00
2013 01 04 06 50  41 12.3 15.4  2.65  8.33  6.02  47 1023.1  19.5  23.9 999.0 99.0 99.00
2013 01 04 07 50  47 11.3 14.2  2.50  7.69  5.75  47 1022.7  19.7  23.9 999.0 99.0 99.00
2013 01 04 08 50  48  9.3 11.5  2.47  7.69  5.59  49 1022.9  19.9  23.9 999.0 99.0 99.00
2013 01 04 09 50  58 10.1 12.8  2.52  7.69  5.77  47 1022.4  20.0  23.9 999.0 99.0 99.00
2013 01 04 10 50  62 11.7 13.8 99.00 99.00 99.00 999 1021.3  20.0  24.0 999.0 99.0 99.00
2013 01 04 11 50  63 11.7 14.1  2.32  7.69  5.48  63 1022.0  20.7  24.1 999.0 99.0 99.00
2013 01 04 12 50  65  8.2 10.0  2.29  7.14  5.53  50 1023.0  21.2  24.1 999.0 99.0 99.00
2013 01 04 13 50  63  8.5 10.8  2.09  7.69  5.48  51 1023.9  21.3  24.0 999.0 99.0 99.00
2013 01 04 14 50  60  8.8 10.8  2.03  7.69  5.65  51 1024.6  21.1  24.0 999.0 99.0 99.00
2013 01 04 15 50  50  9.5 11.6  1.88  7.14  5.47  59 1025.1  20.5  24.0 999.0 99.0 99.00
2013 01 04 16 50  45 10.2 11.9  1.89  7.69  5.59  69 1025.1  19.8  24.1 999.0 99.0 99.00
2013 01 04 17 50  55  9.6 11.7  1.88  7.14  5.37  67 1024.4  20.6  24.1 999.0 99.0 99.00
2013 01 04 18 50  49 10.2 12.2  2.17  7.69  5.75  62 1023.6  21.0  24.1 999.0 99.0 99.00
2013 01 04 19 50  56  9.2 12.7  1.92  7.14  5.54  52 1023.0  21.2  24.1 999.0 99.0 99.00
2013 01 04 20 50  56 11.8 13.5  2.14  7.14  5.85  64 1021.9  20.5  24.0 999.0 99.0 99.00
2013 01 04 21 50  57 11.6 14.0  2.12  7.14  5.56  55 1021.6  20.9  24.0 999.0 99.0 99.00
2013 01 04 22 50  63 12.4 14.7  2.08  6.67  5.48  61 1021.9  21.0  23.9 999.0 99.0 99.00
2013 01 04 23 50  64 12.3 14.6  2.36  7.69  5.70  66 1021.9  21.3  23.9 999.0 99.0 99.00
2013 01 05 00 50  64 12.1 14.3  2.51  7.69  5.82  70 1022.4  21.6  23.9 999.0 99.0 99.00
2013 01 05 01 50  70 11.7 13.7  2.26  7.14  5.54  62 1022.7  21.8  23.8 999.0 99.0 99.00
2013 01 05 02 50  79 12.7 15.4  2.41  7.14  5.82  72 1023.3  21.8  23.8 999.0 99.0 99.00
2013 01 05 03 50  86 12.3 14.3  2.66  7.14  5.90  71 1023.5  21.6  23.8 999.0 99.0 99.00
2013 01 05 04 50  73 13.1 14.9 99.00 99.00 99.00 999 1022.5 999.0  23.7 999.0 99.0 99.00
2013 01 05 05 50  82 12.6 14.3  2.83  7.69  6.13  77 1022.6  21.5  23.7 999.0 99.0 99.00
2013 01 05 06 50  94 13.9 15.9  2.65  7.69  5.91  68 1021.1  21.3  23.7 999.0 99.0 99.00
2013 01 05 07 50  82 12.7 15.1  2.72  7.69  5.89  74 1020.2  21.6  23.7 999.0 99.0 99.00
2013 01 05 08 50  87 11.1 13.0 99.00 99.00 99.00 999 1020.4  21.8  23.6 999.0 99.0 99.00
2013 01 05 09 50  93  9.5 10.8  2.59  7.14  5.82  79 1020.6  22.0  23.7 999.0 99.0 99.00
2013 01 05 10 50  89  7.9  9.4  2.61  7.69  5.81  78 1020.5  22.3  23.7 999.0 99.0 99.00
2013 01 05 11 50  86 10.3 11.5  2.61  7.69  6.02  91 1020.1  22.6  23.7 999.0 99.0 99.00
2013 01 05 12 50  86  9.7 11.3  2.46  7.69  6.03  78 1020.3  22.6  23.8 999.0 99.0 99.00
2013 01 05 13 50  78  8.5 10.4  2.36  8.33  5.94  84 1021.2  22.8  23.8 999.0 99.0 99.00
2013 01 05 14 50  77 11.1 12.7  2.32  7.69  6.01  74 1021.2  22.8  23.8 999.0 99.0 99.00
2013 01 05 15 50  87  9.7 11.9  2.28  8.33  5.85  80 1022.0  21.7  23.9 999.0 99.0 99.00
2013 01 05 16 50  86  8.8 10.5  2.30  7.69  5.94  77 1021.6  22.5  23.9 999.0 99.0 99.00
2013 01 05 17 50  92 11.2 13.0  2.35  7.69  5.77  81 1020.7  21.9  23.9 999.0 99.0 99.00
2013 01 05 18 50  90 11.2 13.1  2.19  7.14  5.50  70 1019.8  21.6  23.9 999.0 99.0 99.00
2013 01 05 19 50  82 10.3 12.0  2.39  7.69  5.83  78 1019.5  21.6  23.9 999.0 99.0 99.00
2013 01 05 20 50  76 10.5 12.1  2.26  7.69  5.75  93 1018.8  21.2  23.9 999.0 99.0 99.00
2013 01 05 21 50  80 12.9 15.0  2.45  7.69  6.00  82 1018.0  21.2  23.9 999.0 99.0 99.00
2013 01 05 22 50  68 14.9 16.9  2.55  7.69  5.95  87 1017.3  20.9  23.9 999.0 99.0 99.00
2013 01 05 23 50  47 14.2 17.7  2.47  7.69  5.91  87 1018.1  20.3  23.9 999.0 99.0 99.00
2013 01 06 00 50  42 12.1 15.4  2.58  8.33  5.89 101 1019.7  19.9  23.9 999.0 99.0 99.00
2013 01 06 01 50  95 12.5 17.9 99.00 99.00 99.00 999 1017.8 999.0  23.8 999.0 99.0 99.00
2013 01 06 02 50 121  3.0  5.8  2.81  7.69  6.21  94 1018.8  21.0  23.9 999.0 99.0 99.00
2013 01 06 03 50 104  5.0  7.2  2.54  7.69  6.09  94 1019.7  21.8  23.9 999.0 99.0 99.00
2013 01 06 04 50  95  3.7  4.7  2.30  7.69  6.13  87 1019.7  22.4  23.9 999.0 99.0 99.00
2013 01 06 05 50 108  2.0  2.7  2.19  7.69  6.16  84 1019.2  22.8  23.9 999.0 99.0 99.00
2013 01 06 06 50 178  3.1  3.7  1.88  7.69  5.78  98 1019.2  23.1  23.9 999.0 99.0 99.00
2013 01 06 07 50 165  3.2  4.2  1.84  7.14  5.75  72 1019.0  23.1  23.9 999.0 99.0 99.00
2013 01 06 08 50 126  2.6  3.3  1.78  7.69  5.88  94 1019.1  22.6  24.0 999.0 99.0 99.00
2013 01 06 09 50 300  3.9  4.8  1.76  7.14  5.73  76 1019.2  22.3  24.0 999.0 99.0 99.00
2013 01 06 10 50 349  8.0 10.0  1.68  7.14  5.79  93 1019.3  22.0  24.0 999.0 99.0 99.00
2013 01 06 11 50 349  9.6 11.1  1.72  7.14  5.46  62 1019.4  21.2  24.0 999.0 99.0 99.00
2013 01 06 12 50 353 10.5 12.3  2.01  6.67  5.46  18 1020.2  21.1  24.0 999.0 99.0 99.00
2013 01 06 13 50 354 10.7 12.0  2.31  6.67  5.55  23 1021.0  21.0  24.0 999.0 99.0 99.00
2013 01 06 14 50 357 11.0 12.8  2.21  7.14  5.58  38 1021.5  21.0  24.0 999.0 99.0 99.00
2013 01 06 15 50   4 10.9 12.7  2.10  7.14  5.54  22 1022.0  21.0  24.0 999.0 99.0 99.00
2013 01 06 16 50   6 11.0 12.7  2.08  6.67  5.50  12 1021.9  21.0  24.0 999.0 99.0 99.00
2013 01 06 17 50  12 11.5 14.4  2.11  7.14  5.45  21 1021.7  20.7  24.0 999.0 99.0 99.00
2013 01 06 18 50   4 11.1 13.5  2.20  6.25  5.33  16 1021.0  20.3  24.0 999.0 99.0 99.00
2013 01 06 19 50  11 10.4 11.9  2.32  7.69  5.77  13 1020.6  20.1  24.0 999.0 99.0 99.00
2013 01 06 20 50   4  8.9 10.7  2.21  7.69  5.72   7 1021.4  19.9  24.0 999.0 99.0 99.00
2013 01 06 21 50  42 11.0 14.0  2.43  7.14  5.98  25 1019.4  19.7  24.0 999.0 99.0 99.00
2013 01 06 22 50  11 11.4 13.2  2.35  7.69  5.84   8 1020.2  20.2  24.0 999.0 99.0 99.00
2013 01 06 23 50   8 10.7 13.1  2.17  7.69  5.66  12 1020.8  19.9  24.0 999.0 99.0 99.00
2013 01 07 00 50  13  9.2 12.4  2.26  6.67  5.69  27 1021.6  19.8  23.9 999.0 99.0 99.00
2013 01 07 01 50  17  9.7 11.6  2.23  7.69  5.76   7 1022.2  19.8  23.9 999.0 99.0 99.00
2013 01 07 02 50  24  9.3 11.5  2.04  7.69  5.76  13 1022.6  19.8  23.9 999.0 99.0 99.00
2013 01 07 03 50  30  9.3 10.9  2.17  7.69  5.85  13 1023.0  19.9  23.9 999.0 99.0 99.00
2013 01 07 04 50  23  8.0  9.6  2.25  8.33  6.14   8 1023.1  20.2  23.9 999.0 99.0 99.00
2013 01 07 05 50  40  8.4 10.2  2.20  8.33  6.24  11 1022.7  20.2  23.9 999.0 99.0 99.00
2013 01 07 06 50  36  7.9  9.8  2.11  8.33  6.02  19 1022.4  20.2  23.9 999.0 99.0 99.00
2013 01 07 07 50  39  7.8  9.5  2.02  7.69  5.99  23 1022.1  20.2  23.8 999.0 99.0 99.00
2013 01 07 08 50  31  7.0  8.8  1.97  8.33  6.12  19 1021.8  20.1  23.8 999.0 99.0 99.00
2013 01 07 09 50  33  6.5  8.0  1.89  7.69  5.88  22 1021.4  20.4  23.8 999.0 99.0 99.00
2013 01 07 10 50  31  6.8  8.1  1.77  7.69  5.88  30 1021.0  20.4  23.8 999.0 99.0 99.00
2013 01 07 11 50  27  6.6  8.1  1.77  8.33  5.80  20 1020.9  20.6  23.9 999.0 99.0 99.00
2013 01 07 12 50  40  6.7  8.2  1.82  7.14  5.87  24 1020.6  21.0  23.9 999.0 99.0 99.00
2013 01 07 13 50  38  6.6  8.1  1.75  7.14  5.91  33 1021.3  21.1  23.9 999.0 99.0 99.00
2013 01 07 15 50  33  5.3  6.5  1.77  8.33  6.00  45 1022.5  21.8  24.0 999.0 99.0 99.00
2013 01 07 18 50  57  6.2  7.7  1.84  8.33  6.27  49 1019.5  22.6  24.2 999.0 99.0 99.00
2013 01 07 20 50  59  5.6  6.8  1.88  8.33  6.25  51 1018.2  21.9  24.3 999.0 99.0 99.00
2013 01 07 21 50  76  7.1  8.2  1.64  7.69  5.70  61 1018.0  22.1  24.3 999.0 99.0 99.00
2013 01 07 22 50  76  8.4 10.0  1.74  9.09  5.88  58 1017.7  22.3  24.3 999.0 99.0 99.00
2013 01 07 23 50  98  9.3 10.7  1.79  8.33  5.59  51 1017.4  23.1  24.3 999.0 99.0 99.00
2013 01 08 00 50  98  9.2 10.5  1.91  7.69  5.63  61 1017.5  23.0  24.3 999.0 99.0 99.00
2013 01 08 01 50 100  8.9 10.8  1.77  8.33  5.56  59 1018.0  23.2  24.3 999.0 99.0 99.00
2013 01 08 02 50 101 10.7 12.6  1.77  8.33  5.40  56 1017.6  23.2  24.3 999.0 99.0 99.00
2013 01 08 03 50 103  9.8 11.8  1.77  7.69  5.31  60 1017.5  23.3  24.2 999.0 99.0 99.00
2013 01 08 04 50 101  9.6 11.8  1.84  7.69  5.50  60 1016.7  23.3  24.2 999.0 99.0 99.00
2013 01 08 05 50  99 10.3 12.0  1.82  8.33  5.41  61 1016.3  23.4  24.3 999.0 99.0 99.00
2013 01 08 06 50 103 10.1 12.0  1.84  8.33  5.32  63 1015.9  23.4  24.3 999.0 99.0 99.00
2013 01 08 07 50 107  7.2  8.5  1.81  8.33  5.44  60 1015.6  23.5  24.3 999.0 99.0 99.00
2013 01 08 08 50 117  8.5 10.4  1.98  8.33  5.80  64 1015.3  23.5  24.3 999.0 99.0 99.00
2013 01 08 09 50 130  9.4 10.7  1.81  8.33  5.66  74 1015.1  23.7  24.2 999.0 99.0 99.00
2013 01 08 10 50 126  9.6 11.0  1.89  8.33  5.62  74 1015.0  23.6  24.2 999.0 99.0 99.00
2013 01 08 11 50 128 10.1 12.3  1.90  7.69  5.35  70 1014.8  23.8  24.2 999.0 99.0 99.00
2013 01 08 12 50 136 10.4 12.2  1.72  7.69  5.20  69 1015.2  24.0  24.2 999.0 99.0 99.00
2013 01 08 13 50 135 10.6 12.4  1.82  8.33  5.32  75 1016.0  24.1  24.2 999.0 99.0 99.00
2013 01 08 14 50 134 10.5 12.2  1.87  8.33  5.40  73 1016.6  24.3  24.3 999.0 99.0 99.00
2013 01 08 15 50 131  9.3 11.5  2.01  7.14  5.44  75 1017.1  24.5  24.3 999.0 99.0 99.00
2013 01 08 16 50 127  9.4 11.2  1.90  7.69  5.31  70 1016.4  24.7  24.3 999.0 99.0 99.00
2013 01 08 17 50 131 11.3 14.0  1.87  6.25  5.16  90 1015.3  24.6  24.3 999.0 99.0 99.00
2013 01 08 18 50 131  9.7 11.7  2.05  7.69  5.40  69 1013.9  24.5  24.3 999.0 99.0 99.00
2013 01 08 19 50 129 10.9 12.5  1.80  7.69  5.06  75 1012.6  24.6  24.3 999.0 99.0 99.00
2013 01 08 20 50 132 10.5 12.4  1.93  7.69  5.12  72 1012.4  24.5  24.3 999.0 99.0 99.00
2013 01 08 21 50 137 11.3 13.6  1.88  7.69  5.05  79 1012.2  24.7  24.3 999.0 99.0 99.00
2013 01 08 22 50 141 11.0 13.2  2.01  5.56  5.01 135 1012.2  24.7  24.3 999.0 99.0 99.00
2013 01 08 23 50 150 10.0 12.1  2.09  5.88  5.33 140 1012.8  24.5  24.3 999.0 99.0 99.00
2013 01 09 00 50 159  8.0  9.7  2.00  5.88  5.07 143 1014.2  24.6  24.3 999.0 99.0 99.00
2013 01 09 01 50 160  5.9  7.3  1.67  5.88  5.05 134 1015.0  24.6  24.3 999.0 99.0 99.00
2013 01 09 02 50 125  4.2  5.4  1.81  6.25  5.40 129 1015.5  24.5  24.3 999.0 99.0 99.00
2013 01 09 03 50 131  5.6  6.7  1.64  6.25  5.40 134 1015.3  24.5  24.3 999.0 99.0 99.00
2013 01 09 04 50 108  4.3  5.2  1.79  6.25  5.45 147 1015.6  24.4  24.3 999.0 99.0 99.00
2013 01 09 05 50 101  6.2  7.5  2.24  6.25  5.69 124 1015.4  24.4  24.3 999.0 99.0 99.00
2013 01 09 06 50 107  7.2  8.6  1.93  7.14  5.51  51 1014.8  24.3  24.3 999.0 99.0 99.00
2013 01 09 07 50 107  8.3 10.4  1.89  6.67  5.38  91 1014.0  24.3  24.3 999.0 99.0 99.00
2013 01 09 08 50 113  8.5  9.5  1.98  7.14  5.42  33 1013.6  24.3  24.3 999.0 99.0 99.00
2013 01 09 09 50 117  8.1 10.0  1.86  7.14  5.27  53 1013.8  24.4  24.3 999.0 99.0 99.00
2013 01 09 10 50 117  9.1 11.0  1.86  6.25  5.35 144 1013.2  24.4  24.3 999.0 99.0 99.00
2013 01 09 11 50 119 11.6 13.8  1.75  6.25  5.01 111 1012.9  24.5  24.3 999.0 99.0 99.00
2013 01 09 12 50 123 11.7 13.9  1.76  6.25  4.95 141 1013.7  24.7  24.3 999.0 99.0 99.00
2013 01 09 13 50 130 12.6 15.2  1.87  5.88  4.94 109 1014.2  24.9  24.3 999.0 99.0 99.00
2013 01 09 14 50 131 13.8 16.9  1.81  6.25  4.86 119 1014.7  24.9  24.3 999.0 99.0 99.00
2013 01 09 20 50 163  7.5  8.5  2.22  6.67  5.40 143 1014.3  24.9  24.4 999.0 99.0 99.00
2013 01 09 21 50 156  6.3  7.7  2.13  6.67  5.48 115 1014.7  24.9  24.4 999.0 99.0 99.00
2013 01 09 22 50 150  7.3  9.2  2.09  7.14  5.56 136 1014.0  24.5  24.4 999.0 99.0 99.00
2013 01 09 23 50 143  7.3  8.8  2.31  7.14  5.72 132 1014.2  24.7  24.4 999.0 99.0 99.00
2013 01 10 00 50 136  6.1  7.5  2.14  7.14  5.77 122 1015.6  24.8  24.5 999.0 99.0 99.00
2013 01 10 01 50 130  8.6  9.7  2.03  7.14  5.71 117 1015.9  24.8  24.5 999.0 99.0 99.00
2013 01 10 02 50 123  7.1  8.4  2.10  7.69  5.88 117 1015.9  24.7  24.5 999.0 99.0 99.00
2013 01 10 03 50 131  6.9  7.7  2.12  7.14  5.65 124 1016.5  24.8  24.5 999.0 99.0 99.00
2013 01 10 04 50 130  6.7  8.3  2.24  7.14  5.93 122 1016.6  24.7  24.5 999.0 99.0 99.00
2013 01 10 05 50 126  7.2  8.6  1.99  7.69  5.42 106 1016.2  24.8  24.5 999.0 99.0 99.00
2013 01 10 06 50 126  9.5 11.4  1.95  7.14  5.39 110 1015.6  24.8  24.5 999.0 99.0 99.00
2013 01 10 07 50 126  9.2 10.4  1.99  7.14  5.36 116 1015.5  24.8  24.5 999.0 99.0 99.00
2013 01 10 08 50 131  9.3 11.7  1.82  7.14  5.35 111 1014.9  24.8  24.5 999.0 99.0 99.00
2013 01 10 09 50 138  9.9 12.1  1.69  7.14  4.96 114 1014.2  24.8  24.5 999.0 99.0 99.00
2013 01 10 10 50 148 10.8 13.1  1.62  6.67  4.83 118 1013.0  25.0  24.5 999.0 99.0 99.00
2013 01 10 11 50 259 10.6 16.1  1.82  7.14  4.91 108 1014.5  23.9  24.5 999.0 99.0 99.00
2013 01 10 12 50 315  7.9 10.1  1.86  7.14  5.02 102 1015.0  20.3  24.3 999.0 99.0 99.00
2013 01 10 13 50 355  8.6 13.0  2.52  6.25  5.68 317 1017.5  20.2  24.2 999.0 99.0 99.00
2013 01 10 14 50  19 10.2 12.0 99.00 99.00 99.00 999 1017.8  20.9  24.2 999.0 99.0 99.00
2013 01 10 15 50  22  8.7 10.1  2.49  6.67  5.78  28 1018.3  22.0  24.3 999.0 99.0 99.00
2013 01 10 16 50  16  7.2  8.6  2.53  6.25  5.74   3 1018.2  22.4  24.3 999.0 99.0 99.00
2013 01 10 17 50  24  9.6 11.0  2.50  6.25  5.87  32 1017.8  22.1  24.3 999.0 99.0 99.00
2013 01 10 18 50 359 10.2 12.0  2.20  7.14  5.75  67 1016.9  22.2  24.3 999.0 99.0 99.00
2013 01 10 19 50   5 10.3 12.3  2.20  6.67  5.71  38 1016.8  21.6  24.3 999.0 99.0 99.00
2013 01 10 20 50   3  9.5 11.2  2.10  7.14  5.68 106 1016.6  21.5  24.3 999.0 99.0 99.00
2013 01 10 21 50  14  8.5  9.7  2.02  7.14  5.71  99 1016.4  21.7  24.3 999.0 99.0 99.00
2013 01 10 22 50  33  7.9  9.6  1.98  7.69  5.84 114 1017.1  21.8  24.3 999.0 99.0 99.00
2013 01 10 23 50  46  7.0  7.9  1.77  6.67  5.74  84 1017.5  22.1  24.3 999.0 99.0 99.00
2013 01 11 00 50  55  6.7  8.0  1.83  6.25  5.68  41 1017.1  22.5  24.3 999.0 99.0 99.00
2013 01 11 01 50  63  6.4  7.5  1.76  7.69  5.78 120 1017.3  22.7  24.3 999.0 99.0 99.00
2013 01 11 02 50  77  5.5  6.5  1.60  7.69  5.76 125 1017.6  22.9  24.2 999.0 99.0 99.00
2013 01 11 03 50  90  4.7  5.7  1.59  7.69  5.70 117 1018.1  23.1  24.2 999.0 99.0 99.00
