date,Open,High,Low,Close,Adj Close,Volume
2001-06-28,6.281496,6.319382,6.175415,6.182992,5.879618,1569078
2001-06-29,6.182992,6.182992,6.182992,6.182992,5.879618,0
2001-07-02,6.167838,6.247399,6.092066,6.099643,5.80036,886264
2001-07-03,6.137529,6.19057,6.061757,6.114798,5.81477,1223241
2001-07-04,6.114798,6.175415,6.092066,6.103432,5.803961,512052
2001-07-05,6.10722,6.10722,5.967042,6.035237,5.739112,1517964
2001-07-06,6.118586,6.118586,5.963254,5.967042,5.674263,724278
2001-07-09,5.967042,6.046603,5.914002,5.997351,5.703085,615623
2001-07-10,5.985985,6.031449,5.948099,6.023871,5.728304,459832
2001-07-11,6.023871,6.092066,5.970831,5.970831,5.677866,596201
2001-07-12,5.970831,6.008717,5.895059,5.902636,5.613018,750208
2001-07-13,6.004928,6.050391,5.910213,5.910213,5.620224,758539
2001-07-16,5.910213,6.023871,5.758669,5.773824,5.490527,1013567
2001-07-17,5.777612,5.868539,5.762458,5.86475,5.57699,644525
2001-07-18,5.834441,5.910213,5.826864,5.898848,5.609416,370472
2001-07-19,5.906425,5.906425,5.819287,5.868539,5.580594,451926
2001-07-20,5.89127,6.004928,5.872327,5.993563,5.699483,519305
2001-07-23,5.985985,5.989774,5.910213,5.929156,5.638237,624373
2001-07-24,5.917791,5.948099,5.758669,5.834441,5.548169,1039698
2001-07-25,5.788978,5.857173,5.770035,5.777612,5.494128,566750
2001-07-26,5.758669,5.804133,5.554085,5.591971,5.317596,1605229
2001-07-27,5.569239,5.626068,5.436639,5.508622,5.238337,1307303
2001-07-30,5.508622,5.531353,5.144916,5.288883,5.029379,1572008
2001-07-31,5.258574,5.413907,5.148705,5.2169,4.960927,1045188
2001-08-01,5.220688,5.37981,5.220688,5.376021,5.112241,934878
2001-08-02,5.387387,5.387387,5.171437,5.304038,5.04379,769308
2001-08-03,5.304038,5.322981,5.258574,5.29646,5.036584,352940
2001-08-06,5.228266,5.349501,4.925178,5.084299,4.834834,901288
2001-08-07,4.985795,5.213111,4.963064,5.175225,4.921298,765325
2001-08-08,5.171437,5.224477,5.057779,5.099453,4.849244,575410
2001-08-09,5.103242,5.239631,5.099453,5.232054,4.975339,545708
2001-08-10,5.266152,5.341924,5.19038,5.300249,5.040187,874199
2001-08-13,5.304038,5.330558,5.2169,5.228266,4.971736,662529
2001-08-14,5.266152,5.288883,4.963064,5.186591,4.932106,625402
2001-08-15,5.228266,5.228266,5.10703,5.182802,4.928503,501686
2001-08-16,5.171437,5.182802,5.00095,5.046413,4.798806,755683
2001-08-17,5.069144,5.095665,5.012315,5.031258,4.784395,469118
2001-08-20,5.02747,5.133551,5.02747,5.125973,4.874463,434506
2001-08-21,5.133551,5.19038,5.095665,5.110819,4.860052,348822
2001-08-22,5.114608,5.114608,4.947909,4.997161,4.751971,1038573
2001-08-23,4.963064,5.031258,4.925178,4.970641,4.726752,735588
2001-08-24,4.982007,5.046413,4.887292,4.89108,4.651095,478013
2001-08-27,4.853194,4.853194,4.587992,4.599358,4.390691,1077443
2001-08-28,4.591781,4.86456,4.584204,4.853194,4.633011,1067096
2001-08-29,4.849406,4.921389,4.735748,4.849406,4.629395,993657
2001-08-30,4.762268,4.883503,4.762268,4.792577,4.575144,376600
2001-08-31,4.792577,4.792577,4.690285,4.773634,4.557061,385102
2001-09-03,4.716805,4.716805,4.62209,4.644821,4.434093,404767
2001-09-04,4.625878,4.921389,4.625878,4.849406,4.629395,949060
2001-09-05,4.887292,4.982007,4.849406,4.925178,4.701729,1220250
2001-09-06,4.917601,4.963064,4.830463,4.86456,4.643862,850995
2001-09-07,4.883503,4.887292,4.678919,4.686496,4.473876,856337
2001-09-10,4.618301,4.910023,4.618301,4.86456,4.643862,939917
2001-09-11,4.887292,4.993372,4.868349,4.966852,4.741513,1970644
2001-09-12,4.887292,4.955486,4.773634,4.925178,4.701729,1709708
2001-09-13,4.936544,5.00095,4.894869,4.925178,4.701729,712933
2001-09-14,4.925178,4.974429,4.803943,4.879715,4.658329,674727
2001-09-17,4.868349,4.955486,4.762268,4.81152,4.593228,486459
2001-09-18,4.81152,4.925178,4.773634,4.868349,4.647479,353930
2001-09-19,4.868349,4.982007,4.826674,4.978218,4.752363,872055
2001-09-20,5.00095,5.038836,4.925178,4.978218,4.752363,1221998
2001-09-21,4.925178,5.012315,4.879715,4.910023,4.687262,504687
2001-09-24,4.883503,4.989584,4.830463,4.868349,4.647479,488573
2001-09-25,4.955486,4.963064,4.86456,4.879715,4.658329,216438
2001-09-26,4.89108,4.925178,4.803943,4.860772,4.640245,341683
2001-09-27,4.830463,4.921389,4.769845,4.830463,4.611311,448112
2001-09-28,4.845617,4.887292,4.656187,4.785,4.567912,570131
2001-10-01,4.845617,4.887292,4.656187,4.785,4.567912,0
2001-10-02,4.845617,4.887292,4.656187,4.785,4.567912,0
2001-10-03,4.845617,4.887292,4.656187,4.785,4.567912,0
2001-10-04,4.845617,4.887292,4.656187,4.785,4.567912,0
2001-10-05,4.845617,4.887292,4.656187,4.785,4.567912,0
2001-10-08,4.70165,4.815308,4.618301,4.709228,4.495578,353998
2001-10-09,4.81152,4.845617,4.781211,4.826674,4.607694,132956
2001-10-10,4.819097,4.849406,4.584204,4.716805,4.502809,790843
2001-10-11,4.678919,4.694073,4.281116,4.398562,4.199006,1407544
2001-10-12,4.394774,4.546318,4.091686,4.531163,4.32559,1511057
2001-10-15,4.493277,4.576627,4.398562,4.557684,4.350908,665763
2001-10-16,4.508432,4.51222,4.40614,4.4857,4.28219,293361
2001-10-17,4.500855,4.500855,4.319002,4.444026,4.242406,1138811
2001-10-18,4.421294,4.444026,4.250807,4.315213,4.119437,394868
2001-10-19,4.24323,4.24323,4.034857,4.159881,3.971153,960719
2001-10-22,4.072743,4.159881,3.940142,4.031068,3.848184,725558
2001-10-23,4.356888,4.43266,4.292482,4.43266,4.231556,2087626
2001-10-24,4.614513,4.690285,4.489489,4.572838,4.365375,3106494
2001-10-25,4.527375,4.546318,4.398562,4.425083,4.224323,909191
2001-10-26,4.394774,4.466757,4.356888,4.421294,4.220706,552056
2001-10-29,4.37962,4.523586,4.303848,4.489489,4.285807,837101
2001-10-30,4.4857,4.4857,4.341734,4.428871,4.227939,639893
2001-10-31,4.360677,4.542529,4.284905,4.516009,4.311124,773560
2001-11-01,4.425083,4.603147,4.425083,4.580415,4.372607,1964180
2001-11-02,4.584204,4.614513,4.451603,4.523586,4.318357,1011236
2001-11-05,4.508432,4.538741,4.387197,4.500855,4.296657,648234
2001-11-06,4.508432,4.591781,4.43266,4.51222,4.307507,1094151
2001-11-07,4.462969,4.546318,4.265962,4.390985,4.191772,1577364
2001-11-08,4.186401,4.43266,4.178824,4.425083,4.224323,1465283
2001-11-09,4.356888,4.504643,4.288693,4.447814,4.246022,1568682
2001-11-12,4.421294,4.43266,4.326579,4.394774,4.195389,311460
2001-11-13,4.319002,4.425083,4.24323,4.353099,4.155604,937742
2001-11-14,4.394774,4.394774,4.24323,4.319002,4.123055,1286768
2001-11-15,4.262173,4.383408,4.19019,4.315213,4.119437,1208370
2001-11-16,4.489489,4.62209,4.387197,4.417505,4.217089,2299657
2001-11-19,4.436448,4.576627,4.417505,4.550106,4.343674,2299657
2001-11-20,4.550106,4.62209,4.546318,4.580415,4.372607,1420166
2001-11-21,4.603147,4.671342,4.572838,4.637244,4.426859,1564818
2001-11-22,4.659976,4.659976,4.576627,4.614513,4.405159,1105355
2001-11-23,4.546318,4.62209,4.546318,4.580415,4.372607,1056406
2001-11-26,4.550106,4.614513,4.550106,4.614513,4.405159,633094
2001-11-27,4.614513,4.728171,4.603147,4.70165,4.488343,1047104
2001-11-28,4.766057,4.879715,4.766057,4.769845,4.553444,3835286
2001-11-29,4.769845,4.819097,4.694073,4.716805,4.502809,2310965
2001-11-30,4.716805,4.807731,4.697862,4.792577,4.575144,1428620
2001-12-03,4.81152,4.868349,4.777422,4.81152,4.593228,1081481
2001-12-04,4.773634,4.796365,4.724382,4.788788,4.571527,1064958
2001-12-05,4.754691,4.766057,4.62209,4.629667,4.419626,1590086
2001-12-06,4.62209,4.716805,4.584204,4.682707,4.470259,723863
2001-12-07,4.659976,4.822886,4.659976,4.709228,4.495578,1324719
2001-12-10,4.735748,4.879715,4.716805,4.875926,4.654711,3111570
2001-12-11,4.879715,5.046413,4.773634,4.944121,4.719813,7790838
2001-12-12,4.944121,5.095665,4.910023,4.932755,4.708962,5486648
2001-12-13,4.928966,4.974429,4.720593,4.766057,4.549827,2628560
2001-12-14,4.766057,4.879715,4.739536,4.758479,4.542593,1410276
2001-12-17,4.758479,4.81152,4.625878,4.678919,4.466643,1119941
2001-12-18,4.659976,4.769845,4.625878,4.750902,4.53536,1104223
2001-12-19,4.754691,4.773634,4.659976,4.697862,4.484726,1025012
2001-12-20,4.678919,4.678919,4.470546,4.527375,4.321975,2244845
2001-12-21,4.436448,4.580415,4.436448,4.527375,4.321975,806828
2001-12-24,4.500855,4.546318,4.319002,4.455391,4.253256,1274075
2001-12-25,4.394774,4.538741,4.337945,4.519798,4.314741,798501
2001-12-26,4.470546,4.584204,4.394774,4.565261,4.358142,674893
2001-12-27,4.489489,4.603147,4.481912,4.523586,4.318357,632165
2001-12-28,4.500855,4.542529,4.43266,4.51222,4.307507,619717
2001-12-31,4.500855,4.546318,4.470546,4.519798,4.314741,322161
2002-01-01,4.500855,4.546318,4.470546,4.519798,4.314741,0
2002-01-02,4.500855,4.546318,4.470546,4.519798,4.314741,0
2002-01-03,4.500855,4.546318,4.470546,4.519798,4.314741,0
2002-01-04,4.436448,4.519798,4.319002,4.417505,4.217089,644077
2002-01-07,4.356888,4.356888,4.24323,4.330368,4.133904,788418
2002-01-08,4.300059,4.337945,4.205344,4.212921,4.021787,545848
2002-01-09,4.21671,4.21671,3.978028,4.023491,3.84095,894526
2002-01-10,4.015914,4.262173,3.981817,4.197767,4.007319,755823
2002-01-11,4.167458,4.167458,4.015914,4.084109,3.898818,529533
2002-01-14,4.015914,4.046223,3.830273,3.849216,3.674582,1067149
2002-01-15,3.777232,3.936353,3.67494,3.781021,3.609481,1257523
2002-01-16,3.826484,3.86437,3.637054,3.781021,3.609481,1091324
2002-01-17,3.762078,3.773444,3.402161,3.402161,3.247809,1548276
2002-01-18,3.186211,3.303657,3.061187,3.155902,3.012723,3314093
2002-01-21,3.049821,3.10665,2.841448,2.841448,2.712536,2010901
2002-01-22,2.792197,2.833871,2.557304,2.564881,2.448516,4345419
2002-01-23,2.538361,2.822505,2.481532,2.822505,2.694452,3797512
2002-01-24,2.803562,3.068764,2.689905,2.955106,2.821037,5093418
2002-01-25,2.955106,3.091496,2.91722,2.966472,2.831887,3778993
2002-01-28,2.936163,3.00057,2.670962,2.670962,2.549784,2401341
2002-01-29,2.633076,2.860391,2.530783,2.83766,2.708919,1847237
2002-01-30,2.83766,2.974049,2.81114,2.951318,2.81742,2249615
2002-01-31,3.023301,3.246829,3.023301,3.21652,3.070591,4481337
2002-02-01,3.239251,3.29608,3.163479,3.178634,3.034423,3724342
2002-02-04,3.19,3.337755,3.159691,3.318812,3.168242,2593162
2002-02-05,3.299869,3.398372,3.258194,3.288503,3.139308,3332625
2002-02-06,3.277137,3.3226,3.10665,3.133171,2.991023,2818725
2002-02-07,3.182422,3.447624,3.129382,3.447624,3.29121,11981490
2002-02-08,3.451413,3.496876,3.337755,3.352909,3.200793,6755606
2002-02-11,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-12,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-13,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-14,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-15,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-18,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-19,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-20,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-21,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-22,3.451413,3.496876,3.337755,3.352909,3.200793,0
2002-02-25,3.390795,3.481722,3.352909,3.379429,3.226109,2750774
2002-02-26,3.409738,3.474144,3.352909,3.462779,3.305678,2052220
2002-02-27,3.451413,3.519608,3.417315,3.466567,3.309294,1990147
2002-02-28,3.466567,3.523396,3.390795,3.413527,3.25866,2204741
2002-03-01,3.390795,3.409738,3.26956,3.284715,3.135692,2576736
2002-03-04,3.277137,3.387007,3.224097,3.371852,3.218876,1302919
2002-03-05,3.409738,3.580225,3.402161,3.51203,3.352694,4443170
2002-03-06,3.546128,3.652209,3.508242,3.538551,3.378012,5139472
2002-03-07,3.546128,3.712826,3.527185,3.712826,3.54438,5125285
2002-03-08,3.712826,3.902256,3.712826,3.875736,3.699899,8429599
2002-03-11,3.875736,4.038646,3.826484,3.996971,3.815634,5362544
2002-03-12,3.996971,4.008337,3.830273,3.834061,3.660115,5534143
2002-03-13,3.830273,3.871947,3.678729,3.716615,3.547997,4338110
2002-03-14,3.693883,3.898467,3.693883,3.89089,3.714366,2563140
2002-03-15,3.924988,4.004548,3.731769,3.746924,3.576931,4705937
2002-03-18,3.826484,3.940142,3.754501,3.830273,3.656498,2001748
2002-03-19,3.830273,3.951508,3.792387,3.940142,3.761383,3731619
2002-03-20,3.996971,4.08032,3.940142,4.050011,3.866268,5855157
2002-03-21,4.034857,4.129572,3.993182,4.10684,3.920519,5767414
2002-03-22,4.091686,4.156092,4.008337,4.144726,3.956685,4675092
2002-03-25,4.167458,4.197767,4.034857,4.061377,3.877118,7288776
2002-03-26,4.061377,4.084109,3.940142,3.989394,3.8084,3131397
2002-03-27,3.978028,4.046223,3.959085,4.02728,3.844567,1821058
2002-03-28,4.046223,4.0538,3.978028,4.00076,3.819251,1381402
2002-03-29,4.00076,4.00076,3.788598,3.826484,3.652882,2664130
2002-04-01,3.792387,3.883313,3.769655,3.879524,3.703515,1660550
2002-04-02,3.883313,3.883313,3.739346,3.750712,3.580547,1367260
2002-04-03,3.750712,3.822696,3.716615,3.765867,3.595015,883413
2002-04-04,3.743135,3.970451,3.667363,3.943931,3.765,2658333
2002-04-05,3.981817,3.981817,3.871947,3.902256,3.725216,1981648
2002-04-08,3.902256,3.940142,3.826484,3.940142,3.761383,1097387
2002-04-09,3.940142,4.023491,3.902256,3.996971,3.815634,1956939
2002-04-10,4.019703,4.091686,3.985605,3.996971,3.815634,1787851
2002-04-11,4.00076,4.034857,3.898467,3.902256,3.725216,1480257
2002-04-12,3.902256,3.962874,3.894679,3.91741,3.739682,883981
2002-04-15,3.921199,3.924988,3.807541,3.841639,3.667349,974143
2002-04-16,3.841639,3.959085,3.826484,3.868159,3.692666,906229
2002-04-17,3.883313,3.894679,3.796175,3.83785,3.663732,682101
2002-04-18,3.826484,3.86437,3.796175,3.799964,3.627564,555957
2002-04-19,3.799964,3.826484,3.682517,3.822696,3.649265,1046838
2002-04-22,3.815118,3.818907,3.750712,3.773444,3.602248,468342
2002-04-23,3.781021,3.818907,3.750712,3.788598,3.616714,508367
2002-04-24,3.807541,3.807541,3.693883,3.705249,3.537147,629855
2002-04-25,3.705249,3.754501,3.67494,3.712826,3.54438,705337
2002-04-26,3.712826,3.845427,3.712826,3.818907,3.645648,751063
2002-04-29,3.830273,3.906045,3.788598,3.902256,3.725216,1072309
2002-04-30,3.902256,3.970451,3.86437,3.91741,3.739682,1083870
2002-05-01,3.902256,3.970451,3.86437,3.91741,3.739682,0
2002-05-02,3.902256,3.970451,3.86437,3.91741,3.739682,0
2002-05-03,3.902256,3.970451,3.86437,3.91741,3.739682,0
2002-05-06,3.902256,3.970451,3.86437,3.91741,3.739682,0
2002-05-07,3.902256,3.970451,3.86437,3.91741,3.739682,0
2002-05-08,3.913622,3.913622,3.826484,3.826484,3.652882,630576
2002-05-09,3.796175,3.86437,3.796175,3.826484,3.652882,474317
2002-05-10,3.822696,3.91741,3.822696,3.83785,3.663732,708626
2002-05-13,3.830273,3.830273,3.750712,3.78481,3.613098,515626
2002-05-14,3.78481,3.853004,3.750712,3.788598,3.616714,514116
2002-05-15,3.788598,3.792387,3.716615,3.731769,3.562463,610515
2002-05-16,3.731769,3.731769,3.504453,3.51203,3.352694,1346144
2002-05-17,3.48551,3.625688,3.48551,3.591591,3.428645,1119081
2002-05-20,3.591591,3.591591,3.436258,3.481722,3.323761,805585
2002-05-21,3.743135,3.788598,3.561282,3.743135,3.573314,2593061
2002-05-22,3.731769,3.731769,3.633266,3.637054,3.472045,1321641
2002-05-23,3.67494,3.86437,3.64842,3.762078,3.591398,1957536
2002-05-24,3.765867,3.781021,3.6219,3.655997,3.490129,862815
2002-05-27,3.655997,3.655997,3.655997,3.655997,3.490129,0
2002-05-28,3.678729,3.781021,3.667363,3.731769,3.562463,795032
2002-05-29,3.709038,3.731769,3.587802,3.614323,3.450346,1628486
2002-05-30,3.614323,3.637054,3.527185,3.587802,3.425028,959945
2002-05-31,3.580225,3.6219,3.527185,3.527185,3.367161,557989
2002-06-03,3.515819,3.515819,3.402161,3.436258,3.28036,1197487
2002-06-04,3.447624,3.500665,3.421104,3.470356,3.312911,646624
2002-06-05,3.447624,3.447624,3.315023,3.330178,3.179092,1026236
2002-06-06,3.326389,3.587802,3.261983,3.504453,3.345461,1075020
2002-06-07,3.48551,3.599168,3.451413,3.553705,3.392478,1618619
2002-06-10,3.565071,3.565071,3.466567,3.493087,3.33461,532022
2002-06-11,3.466567,3.542339,3.466567,3.515819,3.356311,434823
2002-06-12,3.48551,3.489299,3.443836,3.466567,3.309294,405756
2002-06-13,3.466567,3.542339,3.440047,3.443836,3.287594,369395
2002-06-14,3.443836,3.481722,3.409738,3.413527,3.25866,444760
2002-06-17,3.364275,3.428681,3.333966,3.387007,3.233343,328754
2002-06-18,3.440047,3.504453,3.409738,3.466567,3.309294,399949
2002-06-19,3.48551,3.48551,3.402161,3.409738,3.255043,253275
2002-06-20,3.409738,3.481722,3.409738,3.436258,3.28036,283772
2002-06-21,3.48551,3.637054,3.447624,3.599168,3.435879,2374640
2002-06-24,3.959085,3.959085,3.853004,3.959085,3.779467,9405588
2002-06-25,3.940142,4.110629,3.902256,3.936353,3.757766,5208759
2002-06-26,3.875736,4.110629,3.86437,4.042434,3.859035,5814252
2002-06-27,4.042434,4.061377,3.970451,3.996971,3.815634,1946960
2002-06-28,4.00076,4.072743,3.883313,3.936353,3.757766,2399026
2002-07-01,3.940142,4.015914,3.898467,3.913622,3.736066,1464483
2002-07-02,3.898467,3.959085,3.894679,3.955296,3.77585,1025709
2002-07-03,3.981817,4.031068,3.943931,3.978028,3.797551,1054959
2002-07-04,4.00076,4.015914,3.909833,3.921199,3.7433,891701
2002-07-05,3.921199,3.921199,3.875736,3.91741,3.739682,540062
2002-07-08,3.978028,4.10684,3.978028,4.0538,3.869884,4931192
2002-07-09,4.0538,4.072743,3.978028,4.008337,3.826484,1853321
2002-07-10,3.981817,4.008337,3.902256,3.902256,3.725216,1742631
2002-07-11,3.902256,3.962874,3.879524,3.906045,3.728833,978968
2002-07-12,3.894679,3.924988,3.86437,3.871947,3.696282,923201
2002-07-15,3.845427,3.883313,3.81133,3.815118,3.642031,755741
2002-07-16,3.796175,3.868159,3.796175,3.818907,3.645648,541363
2002-07-17,3.818907,3.86437,3.792387,3.86437,3.689049,385617
2002-07-18,3.887102,3.902256,3.818907,3.849216,3.674582,788296
2002-07-19,3.856793,3.902256,3.841639,3.894679,3.717983,609784
2002-07-22,3.898467,3.902256,3.792387,3.807541,3.634798,686261
2002-07-23,3.803753,3.830273,3.735558,3.750712,3.580547,1145014
2002-07-24,3.781021,3.78481,3.720403,3.727981,3.558847,589109
2002-07-25,3.731769,3.769655,3.712826,3.720403,3.551614,476363
2002-07-26,3.727981,3.773444,3.705249,3.750712,3.580547,536245
2002-07-29,3.750712,3.769655,3.690095,3.754501,3.584164,426614
2002-07-30,3.754501,3.769655,3.712826,3.754501,3.584164,240091
2002-07-31,3.754501,3.769655,3.693883,3.697672,3.529913,246238
2002-08-01,3.693883,3.709038,3.640843,3.693883,3.526296,264467
2002-08-02,3.712826,3.712826,3.67494,3.709038,3.540764,194282
